system:index,AvGTemp,AvGppt,CWD,Conifer2019,ConiferProb2019,NLCD2016,SAP_SC,SAP_burn,SUID,SolarLoad,aspect,burnSev,eastness,elevation,forestType,landfire2016,latitude_209564535,longitude_209564535,northness,plantedEver,plantedFirst6Yrs,slope,wilderness,.geo
96,12.44874954,1235.050011,586.2033081,0,39,42,0.01808318264,0.1609403255,5.06E+17,144,351.5973354,4,-0.146129035,777,551,7043,,,0.9892655382,1,0,23.83643733,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.27886159384852,41.21871998286465]}"
97,12.44874954,1235.050011,586.2033081,0,39,42,0.01808318264,0.1844484629,5.06E+17,144,329.6744959,4,-0.5049118977,780,551,7043,,,0.8631708843,1,0,25.11934698,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.27850370066702,41.21872084897446]}"
98,12.44874954,1235.050011,586.2033081,0,41.00000381,42,0.01808318264,0.2115732369,5.06E+17,155,301.0378771,4,-0.8568266322,799,551,7043,,,0.5156046182,1,0,32.12529143,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.27814580746998,41.21872171397202]}"
99,12.44874954,1235.050011,586.2033081,1,100,42,0.0253164557,0.226039783,5.06E+17,155,295.3426086,4,-0.9037644907,813,559,7043,,,0.4280300753,1,0,32.73805914,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.27778791425735,41.21872257785732]}"
100,12.44874954,1235.050011,586.2033081,1,100,42,0.03074141049,0.2405063291,5.06E+17,115,302.2866941,4,-0.8453859037,826,559,7043,,,0.5341560389,1,0,32.47315471,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.27743002102912,41.218723440630356]}"
101,12.44874954,1235.050011,586.2033081,1,100,42,0.03797468354,0.2549728752,5.06E+17,115,317.4838551,4,-0.6757979321,849,559,7043,,,0.7370869386,1,0,32.49276617,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.27707212778535,41.218724302291136]}"
102,12.44874954,1235.050011,586.2033081,0,45,42,0.04701627486,0.2676311031,5.06E+17,104,316.4810206,4,-0.6885948207,858,559,7043,,,0.7251463114,1,0,32.0077203,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.27671423452607,41.21872516283963]}"
103,12.44874954,1235.050011,586.2033081,0,45,42,0.05967450271,0.287522604,5.06E+17,104,321.4220633,4,-0.6235786045,869,559,7043,,,0.7817606565,1,0,31.84873001,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.27635634125126,41.218726022275874]}"
104,12.44874954,1235.050011,586.2033081,1,83,42,0.07594936709,0.3074141049,5.06E+17,104,337.5798199,4,-0.3813959864,876,559,7043,,,0.9244117597,1,0,26.92289202,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.27599844796094,41.21872688059987]}"
105,12.44874954,1235.050011,604.6099854,1,100,42,0.09222423146,0.321880651,5.06E+17,117,317.6473687,4,-0.673691647,893,559,7043,,,0.7390125606,1,0,37.47596845,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.27564055465521,41.218727737811584]}"
106,12.44874954,1235.050011,604.6099854,1,100,42,0.1048824593,0.3327305606,5.06E+17,117,326.3873769,4,-0.5535750412,902,559,7043,,,0.8327992998,1,0,30.24789111,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.27528266133399,41.21872859391104]}"
107,12.44874954,1235.050011,604.6099854,1,100,42,0.1121157324,0.3435804702,5.06E+17,146,334.1994915,4,-0.4352390898,908,559,7043,,,0.9003149087,1,0,30.68251984,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.27492476799736,41.218729448898216]}"
108,12.44874954,1235.050011,604.6099854,1,100,42,0.1175406872,0.3544303797,5.06E+17,146,317.8098649,4,-0.6715930317,921,551,7043,,,0.7409202384,1,0,25.67174661,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.27456687464532,41.21873030277315]}"
109,12.44874954,1235.050011,604.6099854,1,100,42,0.122965642,0.3580470163,5.06E+17,182,322.7769547,4,-0.6049194438,929,551,7043,,,0.7962866735,1,0,15.88672596,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.2742089812779,41.21873115553581]}"
110,12.44874954,1235.050011,580.5632935,1,99,42,0.01627486438,0.08679927667,5.06E+17,85,355.6557061,3,-0.07574960303,759,551,7027,,,0.9971268714,1,0,29.60543306,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.27993642552457,41.2189876115039]}"
111,12.44874954,1235.050011,580.5632935,1,99,42,0.01627486438,0.1012658228,5.06E+17,85,355.8897051,3,-0.07167666371,761,551,7043,,,0.9974279201,1,0,30.9844808,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.27957853091702,41.218988480958735]}"
112,12.44874954,1235.050011,580.5632935,0,41.00000381,42,0.01808318264,0.1139240506,5.06E+17,85,352.4272882,4,-0.1317842898,763,551,7028,,,0.9912784175,1,0,26.100505,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.27922063629376,41.21898934930128]}"
113,12.44874954,1235.050011,586.2033081,1,85,42,0.01808318264,0.1320072333,5.06E+17,138,339.5825919,4,-0.3488568042,764,551,7043,,,0.9371760401,1,0,23.35580255,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.27886274165489,41.218990216531566]}"
114,12.44874954,1235.050011,586.2033081,1,85,42,0.0198915009,0.1591320072,5.06E+17,138,318.449692,4,-0.6632774063,770,551,7043,,,0.7483736248,1,0,24.42957231,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.27850484700039,41.21899108264958]}"
115,12.44874954,1235.050011,586.2033081,0,41.00000381,42,0.02169981917,0.191681736,5.06E+17,131,299.7553194,4,-0.8681527411,790,551,7043,,,0.4962971066,1,0,31.78752325,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.27814695233026,41.21899194765531]}"
116,12.44874954,1235.050011,586.2033081,1,100,42,0.02893309222,0.2151898734,5.06E+17,131,309.2696461,4,-0.774175651,803,559,7043,,,0.632970822,1,0,32.59309572,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.27778905764455,41.21899281154877]}"
117,12.44874954,1235.050011,586.2033081,1,100,42,0.03978300181,0.2350813743,5.06E+17,96,319.3802509,4,-0.6510358895,813,559,7043,,,0.7590469488,1,0,33.46947614,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.27743116294329,41.21899367432996]}"
118,12.44874954,1235.050011,586.2033081,1,81,42,0.05424954792,0.26039783,5.06E+17,96,322.9637773,4,-0.602319804,832,559,7043,,,0.7982548802,1,0,36.88167193,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.27707326822647,41.21899453599888]}"
119,12.44874954,1235.050011,586.2033081,1,91,42,0.06871609403,0.2784810127,5.06E+17,113,321.9738041,4,-0.6160216933,844,559,7043,,,0.7877291879,1,0,34.94189345,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.27671537349411,41.21899539655551]}"
120,12.44874954,1235.050011,586.2033081,1,91,42,0.08499095841,0.3001808318,5.06E+17,113,330.7615015,4,-0.4884460878,852,559,7043,,,0.8725940748,1,0,35.18192696,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.27635747874623,41.21899625599988]}"
121,12.44874954,1235.050011,586.2033081,1,100,42,0.103074141,0.3200723327,5.06E+17,113,327.7999984,4,-0.5328762991,860,559,7043,,,0.8461931516,1,0,36.01506366,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.2759995839829,41.218997114331984]}"
122,12.44874954,1235.050011,604.6099854,1,100,42,0.1175406872,0.3381555154,5.06E+17,111,320.471634,4,-0.6364601579,876,559,7043,,,0.7713095795,1,0,31.32612157,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.2756416892041,41.21899797155179]}"
123,12.44874954,1235.050011,604.6099854,1,100,42,0.1283905967,0.349005425,5.06E+17,111,325.54359,4,-0.5657790873,888,559,7043,,,0.8245568655,1,0,31.32446984,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.2752837944098,41.21899882765934]}"
124,12.44874954,1235.050011,604.6099854,1,100,42,0.1356238698,0.3580470163,5.06E+17,111,336.0996697,3,-0.4051468565,892,559,7043,,,0.91425162,1,0,27.97639253,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.27492589960012,41.218999682654626]}"
125,12.44874954,1235.050011,604.6099854,1,100,42,0.1428571429,0.3707052441,5.06E+17,111,317.3741562,4,-0.6772079249,908,551,7043,,,0.7357917005,1,0,29.77009536,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.27456800477502,41.21900053653761]}"
126,12.44874954,1235.050011,604.6099854,1,100,42,0.1500904159,0.3743218807,5.06E+17,141,320.2768567,3,-0.6390785467,916,551,7043,,,0.7691414767,1,0,26.79912038,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.27421010993451,41.21900138930834]}"
127,12.44874954,1235.050011,580.5632935,0,39,42,0.01627486438,0.0705244123,5.06E+17,85,339.4989312,4,-0.3502248534,743,551,7043,,,0.9366656565,1,0,28.9441187,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.27957968168519,41.219258714596485]}"
128,12.44874954,1235.050011,580.5632935,0,50,42,0.01808318264,0.08679927667,5.06E+17,85,338.2562551,3,-0.3704560359,747,551,7043,,,0.9288500016,1,0,27.60203821,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.27922178558889,41.219259582947245]}"
129,12.44874954,1235.050011,586.2033081,1,100,42,0.0198915009,0.1103074141,5.06E+17,138,327.4567168,3,-0.5379365814,752,551,7043,,,0.8429853109,1,0,25.64439292,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.27886388947692,41.21926045018572]}"
130,12.44874954,1235.050011,586.2033081,1,100,42,0.02350813743,0.1374321881,5.06E+17,138,318.4495712,3,-0.663278984,759,551,7043,,,0.7483722265,1,0,27.4354227,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.27850599334934,41.21926131631192]}"
131,12.44874954,1235.050011,586.2033081,1,91,42,0.03074141049,0.1681735986,5.06E+17,131,314.358454,3,-0.7149798279,780,551,7043,,,0.699145082,1,0,31.04774206,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.27814809720614,41.219262181325824]}"
132,12.44874954,1235.050011,586.2033081,1,100,42,0.03978300181,0.2061482821,5.06E+17,131,328.855749,4,-0.5171944912,788,551,7043,,,0.8558678977,1,0,31.97066094,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.27779020104735,41.219263045227464]}"
133,12.44874954,1235.050011,586.2033081,1,100,42,0.05605786618,0.2368896926,5.06E+17,96,328.0698064,4,-0.52888565,795,559,7043,,,0.8486930948,1,0,31.39823834,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.27743230487299,41.2192639080168]}"
134,12.44874954,1235.050011,586.2033081,0,45.99999619,42,0.07414104882,0.2640144665,5.06E+17,96,322.2061138,4,-0.6128227365,812,559,7043,,,0.7902204082,1,0,36.40746864,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.2770744086831,41.21926476969387]}"
135,12.44874954,1235.050011,586.2033081,1,100,42,0.09222423146,0.2893309222,5.06E+17,113,327.7281796,4,-0.533936562,824,559,7043,,,0.84552454,1,0,37.44523978,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.27671651247766,41.21926563025864]}"
136,12.44874954,1235.050011,586.2033081,1,100,42,0.1103074141,0.3146473779,5.06E+17,113,334.4878401,4,-0.4307026427,831,551,7043,,,0.9024938967,1,0,34.97400699,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.27635861625672,41.21926648971114]}"
137,12.44874954,1235.050011,586.2033081,1,100,42,0.130198915,0.3345388788,5.06E+17,113,325.6791498,4,-0.5638266323,838,551,7043,,,0.8258931703,1,0,35.95006725,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.2760007200203,41.219267348051346]}"
138,12.44874954,1235.050011,604.6099854,1,88,42,0.1446654611,0.3526220615,5.06E+17,111,319.768465,4,-0.6458779754,864,551,7043,,,0.7634406597,1,0,34.98133912,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.27564282376841,41.21926820527927]}"
139,12.44874954,1235.050011,604.6099854,1,88,42,0.1555153707,0.3598553345,5.06E+17,111,333.2961126,4,-0.4493796112,871,559,7043,,,0.8933409008,1,0,33.84019095,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.27528492750106,41.219269061394904]}"
140,12.44874954,1235.050011,604.6099854,1,100,42,0.164556962,0.3725135624,5.06E+17,111,328.0698064,4,-0.52888565,878,559,7043,,,0.8486930948,1,0,31.39823834,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.27492703121828,41.21926991639826]}"
141,12.44874954,1235.050011,604.6099854,1,100,42,0.1717902351,0.3851717902,5.06E+17,111,316.9076145,3,-0.6831767309,895,551,7043,,,0.7302530755,1,0,30.90129157,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.27456913492011,41.21927077028933]}"
142,12.44874954,1235.050011,604.6099854,1,100,42,0.1772151899,0.3978300181,5.06E+17,141,315.083702,4,-0.7060730319,905,551,7043,,,0.7081390214,1,0,28.75050532,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.27421123860654,41.21927162306812]}"
143,12.44874954,1235.050011,604.6099854,1,100,42,0.1790235081,0.4086799277,5.06E+17,141,313.2359256,3,-0.7285392595,913,551,7043,,,0.6850040492,1,0,25.29695641,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.27385334227759,41.21927247473461]}"
144,12.44874954,1235.050011,580.5632935,0,1.999998093,42,0.01627486438,0.04701627486,5.06E+17,85,53.04983243,3,0.7991586305,732,549,7030,,,0.6011201903,1,1,20.6569835,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.27993873002279,41.21952807875023]}"
145,12.44874954,1235.050011,580.5632935,0,39.99999619,42,0.02169981917,0.0650994575,5.06E+17,85,333.7848947,3,-0.4417423883,733,551,7043,,,0.897141941,1,0,25.97442788,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.27922293489964,41.219529816580454]}"
146,12.44874954,1235.050011,586.2033081,1,100,42,0.0253164557,0.08860759494,5.06E+17,138,328.3152826,3,-0.5252446948,739,551,7043,,,0.8509512387,1,0,28.04191268,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.27886503731456,41.21953068382714]}"
147,12.44874954,1235.050011,586.2033081,1,100,42,0.03074141049,0.1193490054,5.06E+17,138,326.3870403,3,-0.553579933,746,551,7043,,,0.8327960481,1,0,28.55768464,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.2785071397139,41.21953154996152]}"
148,12.44874954,1235.050011,586.2033081,1,100,42,0.04159132007,0.1518987342,5.06E+17,131,327.1483605,3,-0.5424655758,764,551,7043,,,0.8400780315,1,0,33.99682103,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.27814924209763,41.21953241498361]}"
149,12.44874954,1235.050011,586.2033081,1,100,42,0.05605786618,0.1952983725,5.06E+17,131,325.5940178,3,-0.5650531504,770,551,7043,,,0.8250545056,1,0,32.92176707,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.27779134446571,41.219533278893394]}"
150,12.44874954,1235.050011,586.2033081,1,100,42,0.07594936709,0.2314647378,5.06E+17,96,322.776603,3,-0.6049243309,781,551,7043,,,0.7962829609,1,0,29.64925572,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.27743344681826,41.2195341416909]}"
151,12.44874954,1235.050011,586.2033081,0,41.00000381,42,0.09584086799,0.2640144665,5.06E+17,96,318.4494504,4,-0.6632805617,796,551,7043,,,0.7483708282,1,0,30.28614116,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.27707554915527,41.2195350033761]}"
152,12.44874954,1235.050011,586.2033081,1,100,42,0.1157323689,0.294755877,5.06E+17,113,325.5940178,3,-0.5650531504,804,551,7043,,,0.8250545056,1,0,32.92176707,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.27671765147674,41.21953586394903]}"
153,12.44874954,1235.050011,586.2033081,1,100,42,0.1356238698,0.321880651,5.06E+17,113,322.5680997,3,-0.607818048,813,551,7043,,,0.7940763317,1,0,33.92977889,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.2763597537827,41.21953672340963]}"
154,12.44874954,1235.050011,586.2033081,1,100,42,0.1555153707,0.3453887884,5.06E+17,113,317.0583074,3,-0.6812537399,823,551,7043,,,0.7320473632,1,0,33.55990955,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.2760018560732,41.21953758175796]}"
155,12.44874954,1235.050011,604.6099854,1,99,42,0.1699819168,0.3670886076,5.06E+17,111,329.2577864,3,-0.511176289,843,551,7043,,,0.8594758877,1,0,35.59166859,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.2756439583482,41.21953843899398]}"
156,12.44874954,1235.050011,604.6099854,1,99,42,0.1844484629,0.3779385172,5.06E+17,111,330.5328646,3,-0.4919242471,851,559,7043,,,0.8706380046,1,0,36.63891645,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.27528606060774,41.219539295117706]}"
157,12.44874954,1235.050011,604.6099854,1,100,42,0.1952983725,0.3887884268,5.06E+17,111,323.5510635,3,-0.5941061321,860,559,7043,,,0.8043866631,1,0,35.92247041,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.27492816285186,41.219540150129156]}"
158,12.44874954,1235.050011,604.6099854,1,100,42,0.2025316456,0.4014466546,5.06E+17,111,317.0583074,3,-0.6812537399,881,559,7043,,,0.7320473632,1,0,33.55990955,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.27457026508058,41.219541004028294]}"
159,12.44874954,1235.050011,604.6099854,1,100,42,0.2061482821,0.4122965642,5.06E+17,141,313.7512758,4,-0.7223485641,892,551,7027,,,0.6915291403,1,0,33.24253635,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.27421236729391,41.21954185681514]}"
160,12.44874954,1235.050011,604.6099854,1,100,42,0.2097649186,0.4321880651,5.06E+17,141,301.6093578,4,-0.8516413427,903,552,7027,,,0.5241250074,1,0,29.0712509,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.27385446949188,41.219542708489676]}"
161,12.44874954,1235.050011,580.5632935,0,6,42,0.02712477396,0.05063291139,5.06E+17,137,346.1691094,3,-0.2390570022,720,551,7043,,,0.9710055354,1,0,24.2335018,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.27922408422604,41.21980005020093]}"
162,12.44874954,1235.050011,586.2033081,1,100,42,0.03254972875,0.06871609403,5.06E+17,106,331.5587104,3,-0.4762579946,724,551,7043,,,0.8793055911,1,0,26.43024651,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.27886618516786,41.2198009174558]}"
163,12.44874954,1235.050011,586.2033081,1,100,42,0.04159132007,0.09945750452,5.06E+17,106,327.3763759,3,-0.539118098,731,551,7043,,,0.8422301802,1,0,27.42675852,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.27850828609407,41.21980178359838]}"
164,12.44874954,1235.050011,586.2033081,1,99,42,0.05605786618,0.1392405063,5.06E+17,105,326.3869281,3,-0.5535815636,745,551,7043,,,0.8327949642,1,0,34.98293531,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.27815038700466,41.219802648628644]}"
165,12.44874954,1235.050011,586.2033081,1,86,42,0.09764918626,0.226039783,5.06E+17,126,319.2967182,3,-0.6521418272,767,551,7043,,,0.7580969841,1,0,35.9799363,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.27743458877909,41.219804375352254]}"
166,12.44874954,1235.050011,586.2033081,1,100,42,0.1193490054,0.2640144665,5.06E+17,126,325.4196847,3,-0.5675609129,785,551,7043,,,0.8233314096,1,0,27.96183261,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.27707668964298,41.21980523704561]}"
167,12.44874954,1235.050011,586.2033081,1,100,42,0.1410488246,0.3001808318,5.06E+17,102,328.3151738,3,-0.5252463102,791,551,7043,,,0.8509502416,1,0,28.04194054,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.2767187904913,41.21980609762665]}"
168,12.44874954,1235.050011,586.2033081,1,85,42,0.1826401447,0.3544303797,5.06E+17,102,318.8967789,3,-0.6574176086,808,551,7043,,,0.7535264348,1,0,34.50641825,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.27600299214153,41.21980781545184]}"
169,12.44874954,1235.050011,604.6099854,1,100,42,0.1971066908,0.3761301989,5.06E+17,129,333.5016575,3,-0.4461719239,826,551,7043,,,0.894947269,1,0,30.06289063,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.27564509294339,41.21980867269597]}"
170,12.44874954,1235.050011,604.6099854,1,100,42,0.2133815552,0.3869801085,5.06E+17,129,326.3869281,3,-0.5535815636,831,551,7043,,,0.8327949642,1,0,31.8821178,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.27528719372982,41.21980952882778]}"
171,12.44874954,1235.050011,604.6099854,1,100,42,0.226039783,0.3996383363,5.06E+17,161,313.4833106,3,-0.7255748476,842,551,7043,,,0.6881432558,1,0,34.30146863,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.27492929450084,41.21981038384731]}"
172,12.44874954,1235.050011,604.6099854,1,100,42,0.2314647378,0.4122965642,5.06E+17,161,310.3745016,3,-0.7618266651,865,551,7043,,,0.6477809293,1,0,33.01294967,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.27457139525643,41.219811237754506]}"
173,12.44874954,1235.050011,604.6099854,1,100,42,0.2368896926,0.4303797468,5.06E+17,164,297.7682267,3,-0.8848394734,877,552,7043,,,0.4658960253,1,0,36.11653235,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.27421349599665,41.21981209054942]}"
174,12.44874954,1235.050011,604.6099854,1,100,42,0.253164557,0.4755877034,5.06E+17,149,290.6109825,3,-0.9359920775,908,551,7027,,,0.352021066,1,0,28.89091502,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.273497697431,41.21981379280233]}"
175,12.44874954,1235.050011,604.6099854,1,100,52,0.253164557,0.5171790235,5.06E+17,149,107.8675745,3,0.9517681943,920,552,7043,,,-0.3068180314,1,0,8.994190405,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.27278189880401,41.219815490605995]}"
176,12.44874954,1235.050011,586.2033081,1,84,42,0.04159132007,0.06329113924,5.06E+17,106,319.1680907,3,-0.6538420905,712,551,7043,,,0.7566310334,1,0,23.16563365,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.27886733303679,41.220071151071714]}"
177,12.44874954,1235.050011,586.2033081,1,84,42,0.05605786618,0.0904159132,5.06E+17,106,325.2536064,3,-0.5699450438,719,551,7043,,,0.8216828141,1,0,24.37610415,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.27850943248984,41.22007201722248]}"
178,12.44874954,1235.050011,586.2033081,1,100,42,0.07233273056,0.1283905967,5.06E+17,105,331.9966642,3,-0.4695229672,728,551,7043,,,0.8829202587,1,0,28.81213781,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.27815153192729,41.22007288226091]}"
179,12.44874954,1235.050011,586.2033081,1,99,42,0.09584086799,0.1735985533,5.06E+17,105,322.5678648,3,-0.6078213035,736,551,7043,,,0.7940738398,1,0,33.92986216,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.27779363134918,41.22007374618704]}"
180,12.44874954,1235.050011,586.2033081,1,100,42,0.1446654611,0.2567811935,5.06E+17,126,327.1481387,3,-0.5424688278,769,551,7043,,,0.8400759316,1,0,33.99688742,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.27707783014615,41.220075470702355]}"
181,12.44874954,1235.050011,586.2033081,1,100,42,0.1681735986,0.2965641953,5.06E+17,102,330.8596513,3,-0.4869505857,776,551,7043,,,0.8734295204,1,0,29.87912484,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.2767199295214,41.22007633129154]}"
182,12.44874954,1235.050011,586.2033081,1,100,42,0.191681736,0.3273056058,5.06E+17,102,325.4855687,3,-0.566613795,782,551,7043,,,0.8239834994,1,0,29.67131717,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.2763620288811,41.2200771907684]}"
183,12.44874954,1235.050011,586.2033081,0,41.00000381,42,0.2097649186,0.3580470163,5.06E+17,102,317.9937328,3,-0.6692118903,791,551,7043,,,0.7430716291,1,0,34.03246058,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.27600412822532,41.22007804913296]}"
184,12.44874954,1235.050011,604.6099854,1,100,42,0.226039783,0.383363472,5.06E+17,129,321.7679591,3,-0.6188477649,811,551,7043,,,0.7855109445,1,0,29.09220438,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.27564622755405,41.22007890638518]}"
185,12.44874954,1235.050011,604.6099854,1,100,42,0.2423146474,0.3960216998,5.06E+17,129,309.6044723,3,-0.7704634855,819,551,7043,,,0.6374841312,1,0,29.18993946,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.27528832686737,41.22007976252509]}"
186,12.44874954,1235.050011,604.6099854,1,100,42,0.2549728752,0.4068716094,5.06E+17,161,304.5863742,3,-0.8232713869,831,551,7043,,,0.567647975,1,0,32.10333549,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.27493042616524,41.22008061755271]}"
187,12.44874954,1235.050011,604.6099854,1,100,42,0.26039783,0.4267631103,5.06E+17,161,294.5454078,3,-0.9096323343,855,551,7043,,,0.4154142708,1,0,33.52257021,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.27457252544768,41.220081471467985]}"
188,12.44874954,1235.050011,604.6099854,1,100,42,0.2857142857,0.5171790235,5.06E+17,149,333.9043338,3,-0.4398712433,916,551,7027,,,0.8980608494,1,0,18.90529288,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.27314092242382,41.220084876005956]}"
189,12.44874954,1235.050011,604.6099854,1,100,42,0.2820976492,0.5388788427,0,149,352.4271611,3,-0.1317864898,917,551,7027,,,0.991278125,0,0,9.274649935,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.27278302162954,41.220085724359656]}"
190,12.44874954,1235.050011,536.3067017,0,38,42,0.01627486438,0.00904159132,5.06E+17,139,79.35015791,4,0.9827749564,744,551,7043,,,0.1848063448,1,1,14.7232827,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.28065799078698,41.22033703719527]}"
191,12.44874954,1235.050011,536.3067017,0,39,42,0.01808318264,0.01084990958,5.06E+17,139,90,4,1,738,551,7043,,,6.12E-17,1,1,14.4804227,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.28030008884521,41.220337908915845]}"
192,12.44874954,1235.050011,580.2166748,1,98,42,0.0705244123,0.09222423146,5.06E+17,106,334.4238627,3,-0.4317101138,708,551,7043,,,0.9020124044,1,0,24.16372757,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.27851057890123,41.22034225083383]}"
193,12.44874954,1235.050011,580.2166748,1,98,42,0.1175406872,0.1681735986,5.06E+17,105,325.4854551,3,-0.5666154289,722,551,7043,,,0.8239823758,1,0,29.67135077,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.27779477481424,41.22034397981475]}"
