system:index,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,FIRE_YEAR,FireID,JanTMinF1,JanTMinF2,JanTMinF3,JanTMinF4,JanTMinF5,JulTMaxF1,JulTMaxF2,JulTMaxF3,JulTMaxF4,JulTMaxF5,NLCD1992,NLCD2001,NLCD2004,NLCD2006,NLCD2008,NLCD2011,NLCD2013,NLCD2016,TCC2000,TCC2005,TCC2010,WID,WSpptF1,WSpptF2,WSpptF3,WSpptF4,WSpptF5,aspect,b1,burnSev,clusterID,distance,eastness,elevation,facts1987,facts1988,facts1989,facts1990,facts1991,facts1992,facts1993,facts1994,facts1995,facts1996,facts1997,facts1998,facts1999,facts2000,facts2001,facts2002,facts2003,facts2004,facts2005,facts2006,facts2007,facts2008,facts2009,facts2010,facts2011,facts2012,facts2013,facts2014,facts2015,facts2016,facts2017,facts2018,northness,slope,.geo
7_407,461.8135986328125,469.2177734375,476.6219482421875,270.4714660644531,295.6341247558594,320.7967529296875,345.95941162109375,371.1220397949219,396.2846984863281,421.4473571777344,446.6099853515625,471.77264404296875,466.8346252441406,461.8966369628906,456.9586181640625,452.0206298828125,447.0826416015625,442.1446228027344,437.2066345214844,432.26861572265625,427.33062744140625,422.3926086425781,417.4546203613281,412.5166320800781,407.57861328125,417.28765869140625,426.9967346191406,436.7057800292969,446.4148254394531,456.1238708496094,465.8329162597656,475.5419921875,485.25103759765625,1987,00000000000000003b59,-0.65,-3.62,-0.54,-0.26,-2.39,31.32,27.77,29.92,30.91,28.3,71,42,42,42,42,42,42,42,23,22,35,661,1609.4600186347961,1609.4600186347961,1609.4600186347961,1609.4600186347961,1609.4600186347961,67.13536,551,2,1836243347,0.0,0.9214253822235455,1075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38855535640908745,15.70676,
7_408,733.4727783203125,642.6624145507812,551.8519897460938,461.04156494140625,466.5252380371094,472.0089111328125,477.4925537109375,482.9762268066406,488.45989990234375,493.9435729980469,499.42724609375,504.910888671875,510.3945617675781,515.8782348632812,521.3618774414062,526.8455810546875,532.3292236328125,537.8129272460938,543.2965698242188,548.7802124023438,554.263916015625,559.74755859375,565.2312622070312,570.7149047851562,576.1985473632812,581.6822509765625,587.1658935546875,592.6495971679688,598.1332397460938,603.6168823242188,609.1005859375,614.584228515625,620.0679321289062,1987,00000000000000003b59,-0.65,-3.62,-0.54,-0.26,-2.39,31.32,27.77,29.92,30.91,28.3,42,42,42,42,42,42,42,42,55,54,53,661,1609.4600186347961,1609.4600186347961,1609.4600186347961,1609.4600186347961,1609.4600186347961,75.37783,551,2,1836243347,0.0,0.9676115646770729,1049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2524437757267681,13.520976,
7_409,490.28802490234375,525.877685546875,459.45947265625,149.00802612304688,158.18727111816406,167.3665313720703,225.4166717529297,283.466796875,292.93890380859375,302.4110412597656,311.8831481933594,321.3552551269531,330.8273620605469,340.29949951171875,349.7716064453125,359.24371337890625,368.7158203125,378.1879577636719,387.6600646972656,397.1321716308594,406.6042785644531,416.0763854980469,425.54852294921875,435.0206298828125,444.49273681640625,453.96484375,463.4369812011719,472.9090881347656,482.3811950683594,491.8533020019531,501.325439453125,510.79754638671875,520.2696533203125,1987,00000000000000003b59,-0.65,-3.62,-0.54,-0.26,-2.39,31.32,27.77,29.92,30.91,28.3,51,52,52,52,42,42,42,42,40,42,44,661,1609.4600186347961,1609.4600186347961,1609.4600186347961,1609.4600186347961,1609.4600186347961,35.97751,552,3,1836243347,26.595396253344752,0.5874676274367256,1031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8092476671043696,2.5770197,
7_410,642.2093505859375,642.05224609375,641.8951416015625,363.9534912109375,343.4881286621094,323.0227966308594,376.8914489746094,430.7601013183594,435.47235107421875,440.1846008300781,444.8968505859375,449.6091003417969,454.32135009765625,459.0335998535156,463.745849609375,468.4580993652344,475.6567077636719,482.8553161621094,490.0539245605469,497.2525329589844,504.451171875,511.6497802734375,518.848388671875,526.0469970703125,533.24560546875,540.4442138671875,547.642822265625,554.8414306640625,562.0400390625,569.2386474609375,576.437255859375,583.6359252929688,590.8345336914062,1987,00000000000000003b59,-0.65,-3.62,-0.54,-0.26,-2.39,31.32,27.77,29.92,30.91,28.3,42,42,42,42,42,42,42,42,59,58,57,661,1609.4600186347961,1609.4600186347961,1609.4600186347961,1609.4600186347961,1609.4600186347961,308.78372,563,2,1836243347,0.0,-0.7795159553946202,1044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6263823714674709,15.181881,
7_411,776.9320678710938,727.2935791015625,677.6550903320312,628.0166015625,631.6337890625,635.2509155273438,638.8681030273438,642.4852905273438,646.1024169921875,649.7196044921875,653.3367919921875,656.9539184570312,660.5711059570312,664.1882934570312,667.805419921875,671.422607421875,675.039794921875,678.6569213867188,682.2741088867188,685.8912963867188,689.5084228515625,693.1256103515625,696.7427978515625,700.3599243164062,703.9771118164062,707.5942993164062,711.21142578125,714.82861328125,718.44580078125,722.0629272460938,725.6801147460938,729.2973022460938,732.9144287109375,1987,00000000000000003b59,-0.65,-3.62,-0.54,-0.26,-2.39,31.32,27.77,29.92,30.91,28.3,42,42,42,42,42,42,42,42,67,70,66,661,1609.4600186347961,1609.4600186347961,1609.4600186347961,1609.4600186347961,1609.4600186347961,314.75244,552,1,1836243347,0.0,-0.7101553765046306,1071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7040449852257783,18.14104,
7_412,706.485595703125,708.6328125,710.780029296875,712.92724609375,715.074462890625,717.2216796875,719.368896484375,721.51611328125,723.663330078125,725.810546875,727.957763671875,730.10498046875,732.252197265625,734.3994140625,736.546630859375,738.69384765625,740.841064453125,742.98828125,745.135498046875,747.28271484375,749.429931640625,751.5771484375,753.724365234375,755.8716430664062,758.0188598632812,760.1660766601562,762.3132934570312,764.4605102539062,766.6077270507812,768.7549438476562,770.9021606445312,773.0493774414062,775.1965942382812,1987,00000000000000003b59,-0.65,-3.62,-0.54,-0.26,-2.39,31.32,27.77,29.92,30.91,28.3,42,42,42,42,42,42,42,42,69,69,63,661,1609.4600186347961,1609.4600186347961,1609.4600186347961,1609.4600186347961,1609.4600186347961,358.08102,552,2,1836243347,0.0,-0.03348618519391255,1088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9994391804412908,8.974001,
7_413,443.9806823730469,322.6083679199219,201.236083984375,79.86377716064453,91.33645629882812,102.80913543701172,114.28182220458984,125.75450134277344,137.2271728515625,148.69985961914062,160.1725311279297,171.6452178955078,183.11790466308594,194.590576171875,206.06326293945312,217.5359344482422,229.0086212158203,240.48129272460938,251.9539794921875,263.4266662597656,274.8993225097656,286.37200927734375,297.8446960449219,309.3173828125,320.7900695800781,332.2627258300781,343.73541259765625,355.2080993652344,366.6807861328125,378.1534423828125,389.6261291503906,401.09881591796875,412.5715026855469,1987,00000000000000003b59,-0.65,-3.62,-0.54,-0.26,-2.39,31.32,27.77,29.92,30.91,28.3,71,42,42,42,42,42,42,42,6,8,16,661,1609.4600186347961,1609.4600186347961,1609.4600186347961,1609.4600186347961,1609.4600186347961,71.93427,552,2,1836243347,0.0,0.9507013996960004,1072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3101078016046445,18.74223,
7_414,270.14471435546875,249.92279052734375,229.70083618164062,-14.70588207244873,7.9875993728637695,30.681081771850586,53.37456130981445,76.06804656982422,98.76152801513672,121.45500946044922,144.1484832763672,166.84197998046875,189.53546142578125,212.22894287109375,212.71945190429688,213.2099609375,213.70046997070312,214.19097900390625,214.68148803710938,215.1719970703125,215.6625213623047,216.1530303955078,216.64353942871094,217.13404846191406,217.6245574951172,218.1150665283203,218.6055908203125,219.09609985351562,219.58660888671875,220.07711791992188,220.567626953125,221.05813598632812,221.54864501953125,1987,00000000000000003b59,-0.65,-3.62,-0.54,-0.26,-2.39,31.32,27.77,29.92,30.91,28.3,71,52,52,52,52,52,52,52,6,6,12,661,1609.4600186347961,1609.4600186347961,1609.4600186347961,1609.4600186347961,1609.4600186347961,85.13972,552,2,1836243347,0.0,0.9964042673208627,1027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08472624188983481,23.262104,
7_415,275.6272888183594,198.5839080810547,121.54051971435547,44.49714279174805,50.6622200012207,56.82729721069336,62.992374420166016,69.15745544433594,75.3225326538086,81.48760986328125,87.6526870727539,93.81776428222656,99.98284149169922,106.14791870117188,112.31299591064453,118.47807312011719,124.64315032958984,130.8082275390625,136.9733123779297,143.1383819580078,149.303466796875,155.46853637695312,161.6336212158203,167.79869079589844,173.96377563476562,180.12884521484375,186.29393005371094,192.45899963378906,198.62408447265625,204.78915405273438,210.95423889160156,217.1193084716797,223.28439331054688,1987,00000000000000003b59,-0.65,-3.62,-0.54,-0.26,-2.39,31.32,27.77,29.92,30.91,28.3,31,52,52,52,52,52,52,52,9,18,15,661,1609.4600186347961,1609.4600186347961,1609.4600186347961,1609.4600186347961,1609.4600186347961,259.74686,555,2,1836243347,0.0,-0.9840309339835146,1009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1779975307793115,16.465942,
7_416,286.01513671875,223.9530792236328,161.89100646972656,99.82892608642578,106.01176452636719,112.19459533691406,118.37743377685547,124.56026458740234,130.74310302734375,136.92593383789062,143.1087646484375,149.29159545898438,155.4744415283203,161.6572723388672,167.84010314941406,174.02293395996094,180.2057647705078,186.38861083984375,192.57144165039062,198.7542724609375,204.93710327148438,211.1199493408203,217.3027801513672,223.48561096191406,229.66844177246094,235.8512725830078,242.03411865234375,248.21694946289062,254.3997802734375,260.5826110839844,266.76544189453125,272.9482727050781,279.131103515625,1987,00000000000000003b59,-0.65,-3.62,-0.54,-0.26,-2.39,31.32,27.77,29.92,30.91,28.3,71,52,52,52,52,52,52,52,11,9,15,661,1609.4600186347961,1609.4600186347961,1609.4600186347961,1609.4600186347961,1609.4600186347961,233.09898,551,1,1515651153,0.0,-0.7996740089161982,1046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6004344089606258,19.314611,
7_417,338.7826843261719,337.1430358886719,335.50335693359375,-19.216371536254883,-0.1589037925004959,18.898563385009766,37.956031799316406,57.01350021362305,76.07096862792969,95.12843322753906,114.18589782714844,133.2433624267578,152.30084228515625,171.35830688476562,190.415771484375,209.47323608398438,228.53070068359375,247.5881805419922,266.6456298828125,285.7030944824219,304.7605895996094,300.5376892089844,296.3148193359375,292.0919189453125,287.8690185546875,283.6461486816406,279.4232482910156,275.20037841796875,270.97747802734375,266.7546081542969,262.5317077636719,258.308837890625,254.0859375,1987,00000000000000003b59,-0.65,-3.62,-0.54,-0.26,-2.39,31.32,27.77,29.92,30.91,28.3,71,52,52,52,52,52,52,52,7,6,11,661,1609.4600186347961,1609.4600186347961,1609.4600186347961,1609.4600186347961,1609.4600186347961,176.35283,551,2,1515651153,0.0,0.06361216320198963,1062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9979746954170549,18.39314,
7_418,422.83209228515625,398.1811218261719,373.5301513671875,-14.624634742736816,49.14598083496094,112.91659545898438,127.857421875,142.79824829101562,157.7390899658203,172.67991638183594,187.62074279785156,202.5615692138672,217.50241088867188,232.4432373046875,247.38406372070312,262.32489013671875,277.2657165527344,292.20654296875,307.1473693847656,322.08819580078125,337.029052734375,351.9698791503906,366.91070556640625,381.8515319824219,396.7923583984375,411.7331848144531,396.4140625,381.0949401855469,365.7758483886719,350.45672607421875,335.1376037597656,319.8184814453125,304.4993591308594,1987,00000000000000003b59,-0.65,-3.62,-0.54,-0.26,-2.39,31.32,27.77,29.92,30.91,28.3,51,52,52,52,52,52,52,52,29,24,34,661,1609.4600186347961,1609.4600186347961,1609.4600186347961,1609.4600186347961,1609.4600186347961,163.50151,551,3,1515651153,19.970443141384354,0.2839900650402499,1042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9588272226832292,17.565397,
7_419,418.7186279296875,404.0981140136719,389.47760009765625,127.92792510986328,180.85585021972656,233.78378295898438,249.45452880859375,265.1252746582031,280.7960205078125,296.4667663574219,312.13751220703125,327.8082580566406,343.47900390625,359.1497497558594,359.9195556640625,360.6893615722656,361.45916748046875,362.2289733886719,362.998779296875,363.7685852050781,364.5383605957031,365.30816650390625,366.0779724121094,366.8477783203125,367.6175842285156,368.38739013671875,369.1571960449219,369.9269714355469,370.69677734375,371.4665832519531,372.23638916015625,373.0061950683594,373.7760009765625,1987,00000000000000003b59,-0.65,-3.62,-0.54,-0.26,-2.39,31.32,27.77,29.92,30.91,28.3,71,52,52,52,52,52,52,52,21,29,25,661,1609.4600186347961,1609.4600186347961,1609.4600186347961,1609.4600186347961,1609.4600186347961,198.09088,551,2,336045951,0.0,-0.3105251506364711,1045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9505651639010325,14.329458,
7_420,498.92694091796875,471.3469543457031,443.7669372558594,307.1803894042969,327.6316223144531,348.08282470703125,368.5340576171875,388.98529052734375,409.4365234375,429.88775634765625,450.3389587402344,470.7901916503906,491.2414245605469,511.6926574707031,429.9429931640625,432.8851318359375,435.8273010253906,438.7694396972656,441.71160888671875,444.65374755859375,447.5959167480469,450.5380554199219,453.4801940917969,456.42236328125,459.364501953125,462.3066711425781,465.2488098144531,468.19097900390625,471.13311767578125,474.07525634765625,477.0174255371094,479.9595642089844,482.9017333984375,1987,00000000000000003b59,-0.65,-3.62,-0.54,-0.26,-2.39,31.32,27.77,29.92,30.91,28.3,51,42,42,42,42,42,42,42,41,43,20,661,1609.4600186347961,1609.4600186347961,1609.4600186347961,1609.4600186347961,1609.4600186347961,221.62282,552,1,1515651153,0.0,-0.6642239699177999,1077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7475336231813507,22.098604,
7_421,653.2957153320312,595.1278076171875,536.9598999023438,478.7919921875,497.8386535644531,516.8853149414062,535.9320068359375,554.9786376953125,574.0253295898438,593.0719604492188,612.11865234375,610.9837646484375,609.8489379882812,608.7140502929688,607.5792236328125,606.4443359375,605.3094482421875,604.1746215820312,603.0397338867188,601.9049072265625,600.77001953125,599.6351928710938,598.5003051757812,597.365478515625,596.2305908203125,595.0957641601562,593.9608764648438,592.8259887695312,591.691162109375,590.5562744140625,589.4214477539062,588.2865600585938,587.1517333984375,1987,00000000000000003b59,-0.65,-3.62,-0.54,-0.26,-2.39,31.32,27.77,29.92,30.91,28.3,42,42,42,42,42,42,42,42,51,58,28,661,1609.4600186347961,1609.4600186347961,1609.4600186347961,1609.4600186347961,1609.4600186347961,212.51398,552,2,1515651153,0.0,-0.5375053339526344,1108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8432603488676951,21.481188,
7_422,695.2329711914062,692.7832641601562,690.33349609375,516.491455078125,529.2763671875,542.061279296875,554.84619140625,567.631103515625,580.416015625,593.200927734375,605.98583984375,605.7120361328125,605.4381713867188,605.1643676757812,604.8905639648438,604.61669921875,604.3428955078125,604.069091796875,603.7952270507812,603.5214233398438,603.2476196289062,602.9737548828125,602.699951171875,602.4261474609375,602.1522827148438,601.8784790039062,601.6046752929688,601.330810546875,601.0570068359375,600.783203125,600.5093383789062,600.2355346679688,599.9617309570312,1987,00000000000000003b59,-0.65,-3.62,-0.54,-0.26,-2.39,31.32,27.77,29.92,30.91,28.3,51,42,42,42,42,42,42,42,49,53,34,661,1609.4600186347961,1609.4600186347961,1609.4600186347961,1609.4600186347961,1609.4600186347961,169.1002,551,2,1515651153,0.0,0.1890919387356113,1117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.98195938750297,21.38148,
7_423,567.4237060546875,490.40045166015625,413.3771667480469,336.3539123535156,342.5244140625,348.6949462890625,354.8654479980469,361.03594970703125,367.20648193359375,373.3769836425781,379.5474853515625,385.718017578125,391.8885192871094,398.05902099609375,404.22955322265625,410.4000549316406,416.570556640625,422.7410888671875,428.9115905761719,435.08209228515625,441.25262451171875,447.4231262207031,453.5936279296875,459.76416015625,465.9346618652344,472.10516357421875,478.27569580078125,484.4461975097656,490.61669921875,496.7872314453125,502.9577331542969,509.12823486328125,515.2987670898438,1987,00000000000000003b59,-0.65,-3.62,-0.54,-0.26,-2.39,31.32,27.77,29.92,30.91,28.3,42,52,52,52,52,52,52,52,38,26,32,661,1609.4600186347961,1609.4600186347961,1609.4600186347961,1609.4600186347961,1609.4600186347961,146.51062,557,2,336045951,0.0,0.5517824100812018,1094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8339881125801377,20.974272,
7_424,524.96630859375,495.3222351074219,465.6781311035156,254.5454559326172,277.86895751953125,301.19244384765625,324.5159606933594,347.8394775390625,371.1629638671875,394.4864807128906,417.8099670410156,441.13348388671875,441.4627380371094,441.7920227050781,442.1213073730469,442.4505615234375,442.77984619140625,443.109130859375,443.4383850097656,443.7676696777344,444.0969543457031,444.42620849609375,444.7554931640625,445.08477783203125,445.4140319824219,445.7433166503906,446.0726013183594,446.40185546875,446.73114013671875,447.0604248046875,447.3896789550781,447.7189636230469,448.0482482910156,1987,00000000000000003b59,-0.65,-3.62,-0.54,-0.26,-2.39,31.32,27.77,29.92,30.91,28.3,51,42,42,42,42,42,42,42,42,40,54,661,1609.4600186347961,1609.4600186347961,1609.4600186347961,1609.4600186347961,1609.4600186347961,202.2123,551,1,336045951,0.0,-0.37803946764869456,1077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9257894797954294,7.963033,
7_425,593.9478149414062,564.2976684570312,534.6475219726562,217.43162536621094,281.0565490722656,312.0086364746094,342.96075439453125,373.9128723144531,404.8649597167969,435.81707763671875,466.7691955566406,497.7212829589844,528.6734008789062,529.821533203125,530.9696655273438,532.1177978515625,533.2659301757812,534.4140625,535.5621948242188,536.7103271484375,537.8584594726562,539.006591796875,540.1547241210938,541.3028564453125,542.4509887695312,543.59912109375,544.7472534179688,545.8953857421875,547.0435180664062,548.191650390625,549.3397827148438,550.4879150390625,551.6360473632812,1987,00000000000000003b59,-0.65,-3.62,-0.54,-0.26,-2.39,31.32,27.77,29.92,30.91,28.3,51,42,42,42,42,42,42,42,29,38,57,661,1609.4600186347961,1609.4600186347961,1609.4600186347961,1609.4600186347961,1609.4600186347961,283.58618,551,2,336045951,0.0,-0.9720176829138577,1104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23490769272796322,17.228699,
7_426,533.6153564453125,438.6583251953125,343.7012939453125,248.74427795410156,257.9461364746094,267.1479797363281,276.349853515625,285.55169677734375,294.7535705566406,303.9554138183594,313.1572570800781,322.359130859375,331.56097412109375,340.7628173828125,349.9646911621094,359.1665344238281,368.3683776855469,377.57025146484375,386.7720947265625,395.97393798828125,405.1758117675781,414.3776550292969,423.57952880859375,432.7813720703125,441.98321533203125,451.1850891113281,437.9718933105469,424.75872802734375,411.5455627441406,398.3323669433594,385.11920166015625,371.9060363769531,358.6928405761719,1987,00000000000000003b59,-0.65,-3.62,-0.54,-0.26,-2.39,31.32,27.77,29.92,30.91,28.3,51,42,42,42,42,42,42,42,24,29,45,661,1609.4600186347961,1609.4600186347961,1609.4600186347961,1609.4600186347961,1609.4600186347961,296.0064,551,2,1577662626,0.0,-0.8987450076516365,1134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43847167664657655,25.206944,
7_427,513.6895141601562,498.4283447265625,483.16717529296875,97.32910919189453,137.9014892578125,178.47386169433594,219.04623413085938,259.61859130859375,300.19097900390625,340.7633361816406,381.3357238769531,421.9080810546875,462.48046875,503.0528564453125,499.2773742675781,495.5019226074219,491.7264709472656,487.95098876953125,484.175537109375,480.40008544921875,476.6246032714844,472.8491516113281,469.0736999511719,465.2982177734375,461.52276611328125,457.747314453125,453.97186279296875,450.1963806152344,446.4209289550781,442.6454772949219,438.8699951171875,435.09454345703125,431.319091796875,1987,00000000000000003b59,-0.65,-3.62,-0.54,-0.26,-2.39,31.32,27.77,29.92,30.91,28.3,42,42,42,42,42,42,42,42,32,43,44,661,1609.4600186347961,1609.4600186347961,1609.4600186347961,1609.4600186347961,1609.4600186347961,295.65686,555,3,1577662626,17.66511666989045,-0.9014032803391032,1184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4329805147970333,28.874796,
7_428,468.4439392089844,465.2656555175781,462.08734130859375,141.55712890625,183.0576629638672,224.55821228027344,266.0587463378906,307.5592956542969,349.059814453125,390.56036376953125,432.0609130859375,432.1731262207031,432.28533935546875,432.3975830078125,432.5097961425781,432.62200927734375,432.7342529296875,432.8464660644531,432.95867919921875,433.0709228515625,433.1831359863281,433.29534912109375,433.4075927734375,433.5198059082031,433.63201904296875,433.7442626953125,433.8564758300781,433.96868896484375,434.0809326171875,434.1931457519531,434.30535888671875,434.4176025390625,434.5298156738281,1987,00000000000000003b59,-0.65,-3.62,-0.54,-0.26,-2.39,31.32,27.77,29.92,30.91,28.3,51,42,42,42,42,42,42,42,54,49,46,661,1609.4600186347961,1609.4600186347961,1609.4600186347961,1609.4600186347961,1609.4600186347961,302.08298,552,2,1577662626,0.0,-0.84727976370646,1228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5311468742386849,30.399399,
7_429,283.1950988769531,296.71673583984375,310.2383728027344,239.78123474121094,242.56385803222656,245.34646606445312,248.1290740966797,250.91168212890625,253.6942901611328,256.4768981933594,259.259521484375,262.0421447753906,264.8247375488281,267.60736083984375,270.38995361328125,273.1725769042969,275.9551696777344,278.73779296875,281.5204162597656,284.3030090332031,287.08563232421875,284.76556396484375,282.4455261230469,280.1254577636719,277.805419921875,275.4853515625,270.7394714355469,265.99359130859375,261.2476806640625,256.5018005371094,251.7559051513672,247.010009765625,242.2641143798828,1987,00000000000000003b59,-0.65,-3.62,-0.54,-0.26,-2.39,31.32,27.77,29.92,30.91,28.3,42,42,42,42,42,42,42,42,38,42,30,661,1609.4600186347961,1609.4600186347961,1609.4600186347961,1609.4600186347961,1609.4600186347961,303.7594,552,1,1577662626,0.0,-0.8313784594159462,1278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.555706628734234,26.67923,
