system:index,AvGTemp,AvGppt,CWD,Conifer2019,ConiferProb2019,NLCD2016,P1984,P1985,P1986,P1987,P1988,P1989,P1990,P1991,P1992,P1993,P1994,P1995,P1996,P1997,P1998,P1999,P2000,P2001,P2002,P2003,P2004,P2005,P2006,P2007,P2008,P2009,P2010,P2011,P2012,P2013,P2014,P2015,P2016,P2017,P2018,P2019,PatchID,SAP_SC,SAP_burn,SUID,SolarLoad,aspect,burnSev,eastness,elevation,forestType,landfire2016,latitude_209564535,longitude_209564535,northness,plantedEver,plantedFirst6Yrs,slope,wilderness,.geo
94,12.44874954,1235.050011,580.5632935,1,100,42,100,95,98,100,45.99999619,32,26.99999809,26.99999809,25,7.999998093,7.999998093,12,17.00000191,13.99999809,7.999998093,7.999998093,17.00000191,39,47.00000381,45.99999619,48,73,43,45.99999619,22.00000381,84,86,69,66,97,92,94,98,68,58.99999619,100,-1973525326,0.01627486438,0.1265822785,505544340065000000,66,6.500888607,4,0.1132186232,780,551,7043,,,0.9935700999,1,0,29.6934553,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.2795773801645,41.21871824730822]}"
95,12.44874954,1235.050011,580.5632935,0,33.99999619,42,96,88,95,99,27.99999619,25,7.999998093,8.999997139,6.999999046,10.00000191,10.00000191,7.999998093,8.999997139,7.999998093,2.999997139,0.9999990463,2.999997139,7.999998093,10.00000191,2.999997139,13.99999809,7.999998093,10.00000191,16.00000191,8.999997139,18,19.99999809,35.00000381,30.00000191,33.99999619,33,33.99999619,39.99999619,36,37,38,-1973525326,0.01808318264,0.1428571429,505544340065000000,144,7.104382166,4,0.1236773731,777,551,7028,,,0.9923224815,1,0,27.56529971,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.27921948701433,41.21871911564256]}"
96,12.44874954,1235.050011,586.2033081,0,39,42,99,96,99,99,38,29.00000191,13,11.00000191,7.999998093,10.00000191,6.999999046,14.99999809,10.00000191,7.999998093,10.00000191,8.999997139,6,13,26.99999809,10.00000191,23.00000191,22.00000381,20.99999809,18,13,60.00000381,30.00000191,33.99999619,35.00000381,42,52.99999619,33,37,35.00000381,37,33.99999619,-1973525326,0.01808318264,0.1609403255,505544340065000000,144,351.5973354,4,-0.146129035,777,551,7043,,,0.9892655382,1,0,23.83643733,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.27886159384852,41.21871998286465]}"
97,12.44874954,1235.050011,586.2033081,0,39,42,99,99,99,99,50,36,29.00000191,35.00000381,7.999998093,12,10.00000191,58,61,14.99999809,13,16.00000191,27.99999619,23.00000191,39,14.99999809,42,31,22.00000381,14.99999809,13,80,32,33.99999619,33,36,69,35.00000381,39.99999619,37,39.99999619,39,-1973525326,0.01808318264,0.1844484629,505544340065000000,144,329.6744959,4,-0.5049118977,780,551,7043,,,0.8631708843,1,0,25.11934698,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.27850370066702,41.21872084897446]}"
98,12.44874954,1235.050011,586.2033081,0,41.00000381,42,99,98,98,100,55,45.99999619,26,35.00000381,13,13,26.99999809,87,68,18,8.999997139,11.00000191,27.99999619,27.99999619,45.99999619,29.00000191,31,26,27.99999619,26,19.99999809,72,31,31,39,33.99999619,66,35.00000381,39,38,41.00000381,41.00000381,-1973525326,0.01808318264,0.2115732369,505544340065000000,155,301.0378771,4,-0.8568266322,799,551,7043,,,0.5156046182,1,0,32.12529143,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.27814580746998,41.21872171397202]}"
99,12.44874954,1235.050011,586.2033081,1,100,42,95,99,98,100,43,58.99999619,33.99999619,38,30.00000191,12,33,93,62,35.00000381,14.99999809,16.00000191,37,45.99999619,51,44,45.99999619,73,44,45.99999619,25,93,58,76,79,68,96,93,62,71,44,81,-1973525326,0.0253164557,0.226039783,505544340065000000,155,295.3426086,4,-0.9037644907,813,559,7043,,,0.4280300753,1,0,32.73805914,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.27778791425735,41.21872257785732]}"
100,12.44874954,1235.050011,586.2033081,1,100,42,100,98,98,100,65,47.00000381,33,38,31,32,52,94,70,64,32,29.00000191,48,62,68,66,89,86,66,80,39,94,84,98,80,97,91,92,88,84,88,100,-1973525326,0.03074141049,0.2405063291,505544340065000000,115,302.2866941,4,-0.8453859037,826,559,7043,,,0.5341560389,1,0,32.47315471,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.27743002102912,41.218723440630356]}"
101,12.44874954,1235.050011,586.2033081,1,100,42,100,99,99,99,51,49,31,38,29.00000191,13,33.99999619,73,57,36,12,25,48,60.00000381,73,41.00000381,65,90,66,74,39,90,63,93,79,96,92,91,91,76,87,100,-1973525326,0.03797468354,0.2549728752,505544340065000000,115,317.4838551,4,-0.6757979321,849,559,7043,,,0.7370869386,1,0,32.49276617,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.27707212778535,41.218724302291136]}"
102,12.44874954,1235.050011,586.2033081,0,45,42,99,99,96,100,41.00000381,50,32,33,26,7.999998093,12,70,42,24,14.99999809,10.00000191,26,52,56,29.00000191,45,69,52,49,22.00000381,89,55,58.99999619,79,71,91,66,79,50,42,87,-1973525326,0.04701627486,0.2676311031,505544340065000000,104,316.4810206,4,-0.6885948207,858,559,7043,,,0.7251463114,1,0,32.0077203,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.27671423452607,41.21872516283963]}"
103,12.44874954,1235.050011,586.2033081,0,45,42,100,98,98,100,39,44,25,33.99999619,14.99999809,12,10.00000191,54.00000381,23.00000191,26,8.999997139,10.00000191,32,51,51,26.99999809,44,32,49,26,22.00000381,91,52,60.00000381,78,57,86,68,60.00000381,38,37,45,-1973525326,0.05967450271,0.287522604,505544340065000000,104,321.4220633,4,-0.6235786045,869,559,7043,,,0.7817606565,1,0,31.84873001,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.27635634125126,41.218726022275874]}"
104,12.44874954,1235.050011,586.2033081,1,83,42,100,99,98,100,39.99999619,55,31,36,29.00000191,19.99999809,27.99999619,97,74,33.99999619,14.99999809,22.00000381,38,54.00000381,56,37,48,58,58.99999619,44,37,92,82,92,83,72,91,92,99,78,84,83,-1973525326,0.07594936709,0.3074141049,505544340065000000,104,337.5798199,4,-0.3813959864,876,559,7043,,,0.9244117597,1,0,26.92289202,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.27599844796094,41.21872688059987]}"
105,12.44874954,1235.050011,604.6099854,1,100,42,99,99,99,100,50,39.99999619,25,38,26,10.00000191,17.00000191,77,61,44,8.999997139,18,32,61,50,37,47.00000381,52,49,33.99999619,39.99999619,79,87,92,87,89,99,93,99,98,96,100,-1973525326,0.09222423146,0.321880651,505544340065000000,117,317.6473687,4,-0.673691647,893,559,7043,,,0.7390125606,1,0,37.47596845,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.27564055465521,41.218727737811584]}"
106,12.44874954,1235.050011,604.6099854,1,100,42,100,99,98,99,47.00000381,51,26.99999809,37,26.99999809,10.00000191,23.00000191,91,56,45,24,20.99999809,29.00000191,63,63,67,45.99999619,85,55,70,39.99999619,95,88,96,80,95,94,91,100,90,87,100,-1973525326,0.1048824593,0.3327305606,505544340065000000,117,326.3873769,4,-0.5535750412,902,559,7043,,,0.8327992998,1,0,30.24789111,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.27528266133399,41.21872859391104]}"
107,12.44874954,1235.050011,604.6099854,1,100,42,99,95,96,98,36,51,33.99999619,38,31,22.00000381,32,93,54.00000381,60.00000381,41.00000381,23.00000191,58,66,74,93,70,87,62,83,45,92,83,99,84,96,96,93,100,92,100,100,-1973525326,0.1121157324,0.3435804702,505544340065000000,146,334.1994915,4,-0.4352390898,908,559,7043,,,0.9003149087,1,0,30.68251984,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.27492476799736,41.218729448898216]}"
108,12.44874954,1235.050011,604.6099854,1,100,42,99,94,98,99,49,42,33,37,32,17.00000191,30.00000191,94,76,47.00000381,31,26,58,87,69,78,88,88,55,90,44,93,89,98,90,97,92,93,100,92,100,100,-1279025289,0.1175406872,0.3544303797,505544340065000000,146,317.8098649,4,-0.6715930317,921,551,7043,,,0.7409202384,1,0,25.67174661,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.27456687464532,41.21873030277315]}"
109,12.44874954,1235.050011,604.6099854,1,100,42,94,52,93,88,38,37,32,39,30.00000191,16.00000191,33.99999619,78,86,31,14.99999809,14.99999809,35.00000381,65,58.99999619,45.99999619,72,90,49,82,43,92,62,97,90,94,92,91,100,86,100,100,-1279025289,0.122965642,0.3580470163,505544340065000000,182,322.7769547,4,-0.6049194438,929,551,7043,,,0.7962866735,1,0,15.88672596,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.2742089812779,41.21873115553581]}"
110,12.44874954,1235.050011,580.5632935,1,99,42,23.00000191,26.99999809,89,82,42,31,29.00000191,31,26,8.999997139,8.999997139,19.99999809,6.999999046,13,11.00000191,6.999999046,10.00000191,7.999998093,8.999997139,7.999998093,7.999998093,7.999998093,7.999998093,10.00000191,1.999998093,10.00000191,6,13,13.99999809,5.000000954,26,7.999998093,13,13.99999809,13.99999809,12,-1973525326,0.01627486438,0.08679927667,505544340065000000,85,355.6557061,3,-0.07574960303,759,551,7027,,,0.9971268714,1,0,29.60543306,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.27993642552457,41.2189876115039]}"
111,12.44874954,1235.050011,580.5632935,1,99,42,100,93,99,100,60.00000381,38,30.00000191,30.00000191,24,11.00000191,8.999997139,27.99999619,12,13.99999809,8.999997139,6.999999046,10.00000191,32,31,10.00000191,26.99999809,26.99999809,42,33,20.99999809,47.00000381,49,89,83,93,95,74,78,71,56,99,-1973525326,0.01627486438,0.1012658228,505544340065000000,85,355.8897051,3,-0.07167666371,761,551,7043,,,0.9974279201,1,0,30.9844808,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.27957853091702,41.218988480958735]}"
112,12.44874954,1235.050011,580.5632935,0,41.00000381,42,100,98,99,100,41.00000381,27.99999619,11.00000191,10.00000191,8.999997139,7.999998093,7.999998093,7.999998093,8.999997139,7.999998093,10.00000191,8.999997139,10.00000191,7.999998093,7.999998093,11.00000191,7.999998093,4.000001907,12,5.000000954,10.00000191,23.00000191,14.99999809,29.00000191,32,20.99999809,55,25,39,39.99999619,38,41.00000381,-1973525326,0.01808318264,0.1139240506,505544340065000000,85,352.4272882,4,-0.1317842898,763,551,7028,,,0.9912784175,1,0,26.100505,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.27922063629376,41.21898934930128]}"
113,12.44874954,1235.050011,586.2033081,1,85,42,95,94,98,100,50,37,24,30.00000191,8.999997139,7.999998093,8.999997139,78,32,11.00000191,7.999998093,7.999998093,11.00000191,17.00000191,33,24,29.00000191,29.00000191,26,24,26.99999809,47.00000381,31,37,29.00000191,39,95,39,37,39,37,36,-1973525326,0.01808318264,0.1320072333,505544340065000000,138,339.5825919,4,-0.3488568042,764,551,7043,,,0.9371760401,1,0,23.35580255,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.27886274165489,41.218990216531566]}"
114,12.44874954,1235.050011,586.2033081,1,85,42,100,95,99,100,47.00000381,32,25,25,8.999997139,10.00000191,10.00000191,56,27.99999619,14.99999809,7.999998093,7.999998093,12,10.00000191,23.00000191,22.00000381,26.99999809,26.99999809,20.99999809,27.99999619,26.99999809,67,62,37,58,71,87,58,76,45,39,85,-1973525326,0.0198915009,0.1591320072,505544340065000000,138,318.449692,4,-0.6632774063,770,551,7043,,,0.7483736248,1,0,24.42957231,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.27850484700039,41.21899108264958]}"
115,12.44874954,1235.050011,586.2033081,0,41.00000381,42,99,96,99,99,52,36,23.00000191,26,13,11.00000191,10.00000191,58,33.99999619,11.00000191,7.999998093,7.999998093,13,10.00000191,31,25,25,29.00000191,23.00000191,32,26.99999809,78,31,33,60.00000381,39.99999619,86,81,39.99999619,41.00000381,39,41.00000381,-1973525326,0.02169981917,0.191681736,505544340065000000,131,299.7553194,4,-0.8681527411,790,551,7043,,,0.4962971066,1,0,31.78752325,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.27814695233026,41.21899194765531]}"
116,12.44874954,1235.050011,586.2033081,1,100,42,100,97,98,98,44,48,26.99999809,33.99999619,26,11.00000191,16.00000191,76,47.00000381,26.99999809,16.00000191,20.99999809,29.00000191,48,47.00000381,35.00000381,45,49,45,48,37,80,47.00000381,75,83,77,98,92,68,71,41.00000381,82,-1973525326,0.02893309222,0.2151898734,505544340065000000,131,309.2696461,4,-0.774175651,803,559,7043,,,0.632970822,1,0,32.59309572,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.27778905764455,41.21899281154877]}"
117,12.44874954,1235.050011,586.2033081,1,100,42,99,99,98,100,62,47.00000381,26,39,26.99999809,24,30.00000191,92,75,50,39.99999619,25,51,68,69,88,55,87,65,86,36,93,84,93,79,79,91,96,86,73,77,100,-1973525326,0.03978300181,0.2350813743,505544340065000000,96,319.3802509,4,-0.6510358895,813,559,7043,,,0.7590469488,1,0,33.46947614,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.27743116294329,41.21899367432996]}"
118,12.44874954,1235.050011,586.2033081,1,81,42,98,99,99,99,56,49,33,37,25,10.00000191,20.99999809,75,47.00000381,32,11.00000191,27.99999619,52.99999619,60.00000381,58.99999619,50,47.00000381,76,62,57,23.00000191,89,51,64,80,76,91,73,63,68,33,81,-1973525326,0.05424954792,0.26039783,505544340065000000,96,322.9637773,4,-0.602319804,832,559,7043,,,0.7982548802,1,0,36.88167193,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.27707326822647,41.21899453599888]}"
119,12.44874954,1235.050011,586.2033081,1,91,42,99,98,98,100,55,51,27.99999619,36,26,10.00000191,14.99999809,93,45.99999619,33,22.00000381,17.00000191,45,62,67,49,58.99999619,81,61,80,17.00000191,88,52.99999619,96,80,72,91,83,88,73,44,85,-1973525326,0.06871609403,0.2784810127,505544340065000000,113,321.9738041,4,-0.6160216933,844,559,7043,,,0.7877291879,1,0,34.94189345,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.27671537349411,41.21899539655551]}"
120,12.44874954,1235.050011,586.2033081,1,91,42,100,94,98,100,44,45.99999619,35.00000381,39.99999619,32,19,25,96,94,50,36,24,42,82,89,39.99999619,75,88,62,79,36,90,84,98,92,83,92,76,92,80,60.00000381,91,-1973525326,0.08499095841,0.3001808318,505544340065000000,113,330.7615015,4,-0.4884460878,852,559,7043,,,0.8725940748,1,0,35.18192696,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.27635747874623,41.21899625599988]}"
121,12.44874954,1235.050011,586.2033081,1,100,42,99,99,96,100,43,55,30.00000191,45.99999619,26.99999809,13,37,92,92,51,13,26,33,69,60.00000381,52.99999619,69,92,50,47.00000381,38,95,89,96,96,95,98,94,100,99,99,100,-1973525326,0.103074141,0.3200723327,505544340065000000,113,327.7999984,4,-0.5328762991,860,559,7043,,,0.8461931516,1,0,36.01506366,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.2759995839829,41.218997114331984]}"
122,12.44874954,1235.050011,604.6099854,1,100,42,96,99,98,100,58.99999619,45,26.99999809,29.00000191,25,7.999998093,10.00000191,55,35.00000381,33,7.999998093,8.999997139,26,33.99999619,45,41.00000381,45,62,48,68,39,92,89,99,95,93,99,92,81,76,78,100,-1973525326,0.1175406872,0.3381555154,505544340065000000,111,320.471634,4,-0.6364601579,876,559,7043,,,0.7713095795,1,0,31.32612157,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.2756416892041,41.21899797155179]}"
123,12.44874954,1235.050011,604.6099854,1,100,42,99,96,98,100,66,50,27.99999619,37,26.99999809,13.99999809,32,91,60.00000381,48,25,25,32,79,61,50,58,88,58.99999619,88,39,93,51,94,96,92,91,90,88,74,71,100,-1973525326,0.1283905967,0.349005425,505544340065000000,111,325.54359,4,-0.5657790873,888,559,7043,,,0.8245568655,1,0,31.32446984,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.2752837944098,41.21899882765934]}"
124,12.44874954,1235.050011,604.6099854,1,100,42,99,99,98,100,49,47.00000381,33.99999619,42,33.99999619,23.00000191,30.00000191,95,70,68,39.99999619,26.99999809,58,78,74,70,73,87,73,90,42,95,78,99,99,97,98,91,100,91,100,100,-1973525326,0.1356238698,0.3580470163,505544340065000000,111,336.0996697,3,-0.4051468565,892,559,7043,,,0.91425162,1,0,27.97639253,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.27492589960012,41.218999682654626]}"
125,12.44874954,1235.050011,604.6099854,1,100,42,99,96,99,99,58.99999619,45.99999619,32,36,27.99999619,17.00000191,27.99999619,80,70,37,30.00000191,23.00000191,48,78,56,58,65,88,49,90,39.99999619,86,79,98,98,98,99,95,100,94,100,100,-1973525326,0.1428571429,0.3707052441,505544340065000000,111,317.3741562,4,-0.6772079249,908,551,7043,,,0.7357917005,1,0,29.77009536,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.27456800477502,41.21900053653761]}"
126,12.44874954,1235.050011,604.6099854,1,100,42,96,96,99,98,48,49,31,38,32,20.99999809,33,69,70,35.00000381,13.99999809,16.00000191,20.99999809,52,52.99999619,45,54.00000381,69,47.00000381,76,39,84,76,98,99,94,98,89,100,91,100,100,-1279025289,0.1500904159,0.3743218807,505544340065000000,141,320.2768567,3,-0.6390785467,916,551,7043,,,0.7691414767,1,0,26.79912038,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.27421010993451,41.21900138930834]}"
127,12.44874954,1235.050011,580.5632935,0,39,42,95,95,96,97,43,25,25,8.999997139,7.999998093,7.999998093,7.999998093,7.999998093,7.999998093,7.999998093,10.00000191,7.999998093,10.00000191,8.999997139,7.999998093,10.00000191,11.00000191,10.00000191,4.000001907,4.000001907,1.999998093,7.999998093,2.999997139,6.999999046,6.999999046,5.000000954,12,5.000000954,16.00000191,25,19,39,-1973525326,0.01627486438,0.0705244123,505544340065000000,85,339.4989312,4,-0.3502248534,743,551,7043,,,0.9366656565,1,0,28.9441187,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.27957968168519,41.219258714596485]}"
128,12.44874954,1235.050011,580.5632935,0,50,42,99,98,99,99,50,33.99999619,25,25,11.00000191,8.999997139,7.999998093,13.99999809,7.999998093,10.00000191,7.999998093,6,7.999998093,8.999997139,7.999998093,7.999998093,8.999997139,7.999998093,7.999998093,7.999998093,6,19.99999809,12,49,49,14.99999809,49,24,33,52,41.00000381,50,-1973525326,0.01808318264,0.08679927667,505544340065000000,85,338.2562551,3,-0.3704560359,747,551,7043,,,0.9288500016,1,0,27.60203821,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.27922178558889,41.219259582947245]}"
129,12.44874954,1235.050011,586.2033081,1,100,42,100,97,98,98,61,44,25,29.00000191,25,7.999998093,12,58,39.99999619,17.00000191,8.999997139,8.999997139,22.00000381,26.99999809,33.99999619,22.00000381,39.99999619,38,32,39.99999619,26,79,52,94,87,94,99,92,97,97,78,100,-1973525326,0.0198915009,0.1103074141,505544340065000000,138,327.4567168,3,-0.5379365814,752,551,7043,,,0.8429853109,1,0,25.64439292,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.27886388947692,41.21926045018572]}"
130,12.44874954,1235.050011,586.2033081,1,100,42,100,94,98,99,49,36,25,33.99999619,25,8.999997139,14.99999809,71,44,38,18,8.999997139,33,45,56,47.00000381,42,74,45.99999619,66,38,96,87,96,83,99,92,93,100,85,99,100,-1973525326,0.02350813743,0.1374321881,505544340065000000,138,318.4495712,3,-0.663278984,759,551,7043,,,0.7483722265,1,0,27.4354227,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.27850599334934,41.21926131631192]}"
131,12.44874954,1235.050011,586.2033081,1,91,42,99,92,99,100,50,37,35.00000381,37,29.00000191,20.99999809,33,92,76,58,39.99999619,22.00000381,44,62,90,60.00000381,48,90,58,50,24,90,86,97,90,74,91,77,88,73,44,91,-1973525326,0.03074141049,0.1681735986,505544340065000000,131,314.358454,3,-0.7149798279,780,551,7043,,,0.699145082,1,0,31.04774206,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.27814809720614,41.219262181325824]}"
132,12.44874954,1235.050011,586.2033081,1,100,42,99,96,99,99,70,48,35.00000381,45.99999619,31,19,35.00000381,94,86,69,45,26.99999809,52,90,88,83,54.00000381,88,58.99999619,90,26,93,87,96,88,79,91,92,100,79,76,100,-1973525326,0.03978300181,0.2061482821,505544340065000000,131,328.855749,4,-0.5171944912,788,551,7043,,,0.8558678977,1,0,31.97066094,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.27779020104735,41.219263045227464]}"
133,12.44874954,1235.050011,586.2033081,1,100,42,99,97,98,99,67,44,41.00000381,48,26.99999809,13.99999809,30.00000191,94,75,45,26,29.00000191,49,70,70,72,74,89,61,83,35.00000381,97,84,97,86,97,92,93,91,89,85,100,-1973525326,0.05605786618,0.2368896926,505544340065000000,96,328.0698064,4,-0.52888565,795,559,7043,,,0.8486930948,1,0,31.39823834,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.27743230487299,41.2192639080168]}"
134,12.44874954,1235.050011,586.2033081,0,45.99999619,42,99,94,95,100,56,37,26.99999809,32,25,7.999998093,8.999997139,65,45.99999619,25,8.999997139,17.00000191,29.00000191,52,48,26,48,70,43,42,22.00000381,86,26,64,85,39.99999619,92,52,43,37,33,45.99999619,-1973525326,0.07414104882,0.2640144665,505544340065000000,96,322.2061138,4,-0.6128227365,812,559,7043,,,0.7902204082,1,0,36.40746864,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.2770744086831,41.21926476969387]}"
135,12.44874954,1235.050011,586.2033081,1,100,42,95,99,98,100,63,48,32,39,26,8.999997139,13,91,42,29.00000191,12,24,44,63,70,37,51,70,30.00000191,36,20.99999809,89,43,96,93,43,95,64,37,31,36,79,-1973525326,0.09222423146,0.2893309222,505544340065000000,113,327.7281796,4,-0.533936562,824,559,7043,,,0.84552454,1,0,37.44523978,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.27671651247766,41.21926563025864]}"
136,12.44874954,1235.050011,586.2033081,1,100,42,100,95,95,100,44,58,44,65,33.99999619,29.00000191,38,96,91,54.00000381,23.00000191,24,57,90,70,73,75,88,76,94,38,88,89,98,98,99,94,96,100,90,91,100,-1973525326,0.1103074141,0.3146473779,505544340065000000,113,334.4878401,4,-0.4307026427,831,551,7043,,,0.9024938967,1,0,34.97400699,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.27635861625672,41.21926648971114]}"
137,12.44874954,1235.050011,586.2033081,1,100,42,100,95,97,98,47.00000381,56,37,45.99999619,26.99999809,10.00000191,24,88,61,36,8.999997139,13,35.00000381,58,63,47.00000381,74,58,56,58.99999619,38,93,94,95,94,93,98,94,99,97,100,100,-1973525326,0.130198915,0.3345388788,505544340065000000,113,325.6791498,4,-0.5638266323,838,551,7043,,,0.8258931703,1,0,35.95006725,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.2760007200203,41.219267348051346]}"
138,12.44874954,1235.050011,604.6099854,1,88,42,100,97,98,98,65,48,25,29.00000191,24,7.999998093,7.999998093,26,22.00000381,14.99999809,8.999997139,7.999998093,10.00000191,33.99999619,43,26.99999809,32,45,39.99999619,38,25,91,61,90,92,79,94,91,80,73,52.99999619,100,-1973525326,0.1446654611,0.3526220615,505544340065000000,111,319.768465,4,-0.6458779754,864,551,7043,,,0.7634406597,1,0,34.98133912,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.27564282376841,41.21926820527927]}"
139,12.44874954,1235.050011,604.6099854,1,88,42,99,94,99,100,51,50,29.00000191,37,25,7.999998093,16.00000191,79,42,26.99999809,10.00000191,16.00000191,29.00000191,51,52,24,45,87,49,68,17.00000191,96,51,96,93,72,90,68,63,73,39.99999619,88,-1973525326,0.1555153707,0.3598553345,505544340065000000,111,333.2961126,4,-0.4493796112,871,559,7043,,,0.8933409008,1,0,33.84019095,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.27528492750106,41.219269061394904]}"
140,12.44874954,1235.050011,604.6099854,1,100,42,98,93,98,99,52.99999619,45.99999619,37,42,26.99999809,22.00000381,30.00000191,87,74,51,26,24,39,62,69,47.00000381,75,88,58.99999619,79,39.99999619,97,52,97,92,91,91,86,89,89,88,100,-1973525326,0.164556962,0.3725135624,505544340065000000,111,328.0698064,4,-0.52888565,878,559,7043,,,0.8486930948,1,0,31.39823834,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.27492703121828,41.21926991639826]}"
141,12.44874954,1235.050011,604.6099854,1,100,42,99,99,98,98,63,56,41.00000381,41.00000381,31,20.99999809,22.00000381,90,71,39.99999619,23.00000191,19,23.00000191,76,58.99999619,33,51,70,45,72,44,86,88,96,98,98,98,85,100,93,100,100,-1973525326,0.1717902351,0.3851717902,505544340065000000,111,316.9076145,3,-0.6831767309,895,551,7043,,,0.7302530755,1,0,30.90129157,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.27456913492011,41.21927077028933]}"
142,12.44874954,1235.050011,604.6099854,1,100,42,99,99,98,98,88,47.00000381,36,41.00000381,32,33.99999619,35.00000381,83,66,36,17.00000191,10.00000191,26.99999809,65,58,49,50,71,47.00000381,73,45,96,83,97,93,98,94,91,100,93,100,100,-1973525326,0.1772151899,0.3978300181,505544340065000000,141,315.083702,4,-0.7060730319,905,551,7043,,,0.7081390214,1,0,28.75050532,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.27421123860654,41.21927162306812]}"
143,12.44874954,1235.050011,604.6099854,1,100,42,100,93,99,99,42,44,30.00000191,37,32,18,54.00000381,98,96,35.00000381,16.00000191,22.00000381,36,67,62,57,64,89,64,67,45,92,87,99,98,97,90,96,100,86,100,100,-1279025289,0.1790235081,0.4086799277,505544340065000000,141,313.2359256,3,-0.7285392595,913,551,7043,,,0.6850040492,1,0,25.29695641,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.27385334227759,41.21927247473461]}"
144,12.44874954,1235.050011,580.5632935,0,1.999998093,42,18,14.99999809,14.99999809,14.99999809,24,12,6.999999046,8.999997139,1.999998093,1.999998093,1.999998093,1.999998093,0.9999990463,1.999998093,1.999998093,0.9999990463,1.999998093,1.999998093,1.999998093,1.999998093,1.999998093,1.999998093,1.999998093,2.999997139,0.9999990463,2.999997139,2.999997139,2.999997139,2.999997139,2.999997139,2.999997139,2.999997139,1.999998093,4.000001907,1.999998093,1.999998093,-292416439,0.01627486438,0.04701627486,505544340070000000,85,53.04983243,3,0.7991586305,732,549,7030,,,0.6011201903,1,1,20.6569835,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.27993873002279,41.21952807875023]}"
145,12.44874954,1235.050011,580.5632935,0,39.99999619,42,99,99,99,99,70,44,13,13.99999809,8.999997139,10.00000191,7.999998093,26.99999809,6.999999046,7.999998093,7.999998093,6.999999046,11.00000191,7.999998093,8.999997139,11.00000191,7.999998093,7.999998093,10.00000191,5.000000954,8.999997139,8.999997139,8.999997139,43,36,6.999999046,38,11.00000191,29.00000191,32,37,39.99999619,-1973525326,0.02169981917,0.0650994575,505544340065000000,85,333.7848947,3,-0.4417423883,733,551,7043,,,0.897141941,1,0,25.97442788,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.27922293489964,41.219529816580454]}"
