system:index,AvGTemp,AvGppt,CWD,Conifer2019,ConiferProb2019,NLCD2016,P1984,P1985,P1986,P1987,P1988,P1989,P1990,P1991,P1992,P1993,P1994,P1995,P1996,P1997,P1998,P1999,P2000,P2001,P2002,P2003,P2004,P2005,P2006,P2007,P2008,P2009,P2010,P2011,P2012,P2013,P2014,P2015,P2016,P2017,P2018,P2019,PatchID,SAP_SC,SAP_burn,SUID,SolarLoad,aspect,burnSev,eastness,elevation,forestType,landfire2016,latitude_209564535,longitude_209564535,northness,plantedEver,plantedFirst6Yrs,slope,wilderness,.geo
43,12.44874954,1235.050011,602.7800293,0,6.999999046,52,100,96,99,99,44,31,24,24,24,10.00000191,8.999997139,12,7.999998093,24,6,6,6.999999046,12,7.999998093,6.999999046,7.999998093,8.999997139,6.999999046,7.999998093,6,8.999997139,7.999998093,7.999998093,6.999999046,7.999998093,7.999998093,7.999998093,6.999999046,7.999998093,7.999998093,6.999999046,-1973525326,0.03254972875,0.3074141049,505544340065000000,138,318.4501751,4,-0.6632710957,916,551,7027,,,0.7483792178,1,0,24.42941107,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.27599390402791,41.2176459455439]}"
44,12.44874954,1235.050011,580.5632935,1,100,42,96,98,99,99,62,54.00000381,41.00000381,62,47.00000381,43,51,98,64,69,58,30.00000191,65,77,91,78,68,86,76,87,38,91,92,97,80,100,95,96,98,76,83,100,1448181264,0.01446654611,0.1537070524,505544340065000000,110,330.7619163,4,-0.4884397698,822,551,7043,,,0.8725976113,1,0,35.18181761,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.28064759410024,41.217904934677634]}"
45,12.44874954,1235.050011,580.5632935,1,100,42,99,99,99,99,57,47.00000381,43,56,33,38,43,87,63,68,66,24,74,91,89,89,80,89,77,93,41.00000381,89,87,99,80,98,94,93,100,82,84,100,1448181264,0.01627486438,0.1681735986,505544340065000000,110,337.7529448,4,-0.3786010478,831,551,7043,,,0.9255599638,1,0,34.29783934,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.28028970541618,41.217905806324055]}"
46,12.44874954,1235.050011,580.5632935,1,85,42,98,100,98,100,58.99999619,45,43,43,32,37,36,66,56,52.99999619,22.00000381,26.99999809,37,92,73,64,71,91,62,93,39.99999619,93,85,96,85,99,91,96,100,84,86,100,1448181264,0.01627486438,0.1826401447,505544340065000000,74,345.7176453,4,-0.2467005748,834,551,7043,,,0.9690917533,1,0,38.13513979,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.27993181671641,41.21790667685824]}"
47,12.44874954,1235.050011,580.5632935,1,85,42,99,91,98,100,41.00000381,29.00000191,27.99999619,26.99999809,25,7.999998093,7.999998093,7.999998093,16.00000191,10.00000191,7.999998093,7.999998093,8.999997139,35.00000381,32,35.00000381,51,26,43,35.00000381,25,93,50,58.99999619,68,77,97,96,100,33.99999619,36,85,-1973525326,0.01627486438,0.2007233273,505544340065000000,74,356.5419379,4,-0.06031793347,840,551,7043,,,0.9981792158,1,0,35.51017905,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.27957392800096,41.21790754628019]}"
48,12.44874954,1235.050011,580.5632935,0,37,42,97,84,85,94,33,25,10.00000191,8.999997139,7.999998093,10.00000191,7.999998093,7.999998093,10.00000191,7.999998093,8.999997139,6.999999046,10.00000191,7.999998093,7.999998093,2.999997139,10.00000191,10.00000191,11.00000191,6,12,32,13.99999809,27.99999619,18,31,33.99999619,32,36,36,37,39.99999619,-1973525326,0.01627486438,0.2188065099,505544340065000000,89,8.993251486,4,0.1563181303,842,551,7043,,,0.9877067592,1,0,34.54151814,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.27921603926985,41.21790841458992]}"
49,12.44874954,1235.050011,586.2033081,0,38,42,92,90,86,98,41.00000381,26.99999809,13,11.00000191,8.999997139,11.00000191,7.999998093,8.999997139,7.999998093,8.999997139,7.999998093,6,7.999998093,7.999998093,8.999997139,4.000001907,13.99999809,31,25,19.99999809,29.00000191,33,19,51,45.99999619,42,74,56,32,33,38,37,-1973525326,0.01627486438,0.2368896926,505544340065000000,89,14.20985513,4,0.2454741311,835,551,7043,,,0.9694031416,1,0,35.04372027,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.27885815052306,41.217909281787406]}"
50,12.44874954,1235.050011,586.2033081,0,38,42,97,89,96,98,41.00000381,26.99999809,25,13,11.00000191,7.999998093,8.999997139,7.999998093,8.999997139,10.00000191,7.999998093,6,7.999998093,7.999998093,8.999997139,11.00000191,19,33.99999619,29.00000191,20.99999809,26.99999809,39,14.99999809,37,50,35.00000381,69,35.00000381,38,39,36,38,-1973525326,0.01808318264,0.2549728752,505544340065000000,89,356.2895918,4,-0.06471358535,834,551,7028,,,0.9979038791,1,0,33.62758919,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.27850026176066,41.21791014787267]}"
51,12.44874954,1235.050011,586.2033081,0,45,42,99,98,99,100,45.99999619,39,23.00000191,27.99999619,13,8.999997139,7.999998093,27.99999619,7.999998093,12,8.999997139,6.999999046,7.999998093,17.00000191,10.00000191,6.999999046,13,13,19,14.99999809,19.99999809,36,26.99999809,54.00000381,26.99999809,26,78,35.00000381,37,32,39,45,-1973525326,0.01808318264,0.2640144665,505544340065000000,116,331.3034291,4,-0.4801710009,840,559,7028,,,0.8771749027,1,0,32.1062536,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.27814237298264,41.21791101284569]}"
52,12.44874954,1235.050011,586.2033081,0,61,42,100,99,98,100,61,45.99999619,35.00000381,44,23.00000191,39,44,96,94,32,17.00000191,27.99999619,29.00000191,72,50,27.99999619,43,43,27.99999619,27.99999619,22.00000381,50,58,68,33,43,84,54.00000381,41.00000381,36,36,38,-1973525326,0.01808318264,0.2730560579,505544340065000000,116,316.303104,4,-0.6908432432,851,559,7043,,,0.7230045735,1,0,35.62033501,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.27778448418904,41.21791187670649]}"
53,12.44874954,1235.050011,586.2033081,0,61,42,99,98,99,100,54.00000381,51,30.00000191,45.99999619,18,32,44,93,90,41.00000381,14.99999809,16.00000191,33.99999619,38,58,30.00000191,30.00000191,38,31,29.00000191,24,76,52,58.99999619,71,29.00000191,80,51,38,37,37,61,-1973525326,0.01808318264,0.2784810127,505544340065000000,131,314.1748914,4,-0.7172160564,863,559,7043,,,0.6968508653,1,0,35.75866663,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.27742659537991,41.217912739455045]}"
54,12.44874954,1235.050011,586.2033081,1,99,42,99,99,99,100,44,49,27.99999619,33,31,10.00000191,23.00000191,55,44,36,7.999998093,8.999997139,19,32,33,27.99999619,19.99999809,44,24,19.99999809,26,55,42,91,73,41.00000381,43,45,93,67,93,99,-1973525326,0.02169981917,0.2911392405,505544340065000000,131,305.8338817,4,-0.8107177639,887,559,7043,,,0.5854371933,1,0,33.56895685,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.27706870655518,41.21791360109138]}"
55,12.44874954,1235.050011,586.2033081,1,98,42,99,96,98,100,41.00000381,45.99999619,26.99999809,32,29.00000191,13,19.99999809,66,37,33,7.999998093,12,22.00000381,32,45,31,45,39.99999619,31,32,41.00000381,42,57,93,58,65,68,90,98,97,96,100,-1973525326,0.02712477396,0.2965641953,505544340065000000,138,304.3654027,4,-0.8254544954,900,559,7043,,,0.564468667,1,0,29.8367635,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.27671081771497,41.21791446161549]}"
56,12.44874954,1235.050011,602.7800293,1,98,42,99,98,98,99,56,45.99999619,26.99999809,33,30.00000191,8.999997139,24,63,49,35.00000381,8.999997139,12,18,39,32,37,31,27.99999619,26,30.00000191,43,39.99999619,68,73,58.99999619,71,80,61,99,96,97,98,-1973525326,0.03254972875,0.2929475588,505544340065000000,138,313.2365328,4,-0.7285320002,909,552,7043,,,0.6850117697,1,0,25.29670693,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.27635292885918,41.21791532102736]}"
57,12.44874954,1235.050011,602.7800293,1,99,52,98,97,99,100,39.99999619,33,25,25,24,7.999998093,7.999998093,8.999997139,8.999997139,12,7.999998093,7.999998093,7.999998093,13,8.999997139,7.999998093,7.999998093,13.99999809,12,8.999997139,18,13.99999809,36,72,58,52,47.00000381,61,68,82,94,99,-1973525326,0.03797468354,0.3019891501,505544340065000000,138,318.4501751,4,-0.6632710957,916,551,7043,,,0.7483792178,1,0,24.42941107,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.27599503998798,41.217916179327]}"
58,12.44874954,1235.050011,609.2932739,1,96,42,98,99,99,98,44,37,25,25,24,8.999997139,7.999998093,8.999997139,10.00000191,16.00000191,7.999998093,6.999999046,7.999998093,13,13,14.99999809,20.99999809,26.99999809,25,16.00000191,26,17.00000191,26,68,64,68,76,66,100,78,84,100,-1279025289,0.0452079566,0.3128390597,505544340065000000,134,317.7102295,3,-0.6728804503,921,552,7043,,,0.7397512417,1,0,22.57615947,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.27563715110126,41.217917036514415]}"
59,12.44874954,1235.050011,580.5632935,0,36,42,99,95,99,100,44,37,38,54.00000381,30.00000191,17.00000191,22.00000381,64,26,47.00000381,19.99999809,14.99999809,30.00000191,47.00000381,32,23.00000191,23.00000191,41.00000381,29.00000191,27.99999619,24,75,37,33.99999619,30.00000191,39,70,41.00000381,41.00000381,39.99999619,39.99999619,36,1448181264,0.01627486438,0.1320072333,505544340070000000,76,337.3239521,4,-0.3855203474,803,551,7028,,,0.9226993344,1,1,31.55148444,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.28064874922475,41.21817516834171]}"
60,12.44874954,1235.050011,580.5632935,1,99,42,99,96,98,99,49,38,33.99999619,44,32,20.99999809,32,67,44,35.00000381,22.00000381,12,31,56,60.00000381,27.99999619,52,81,43,43,23.00000191,94,54.00000381,91,82,83,98,80,87,66,39,39,1448181264,0.01627486438,0.1482820976,505544340065000000,76,344.7462454,4,-0.263094437,811,551,7043,,,0.9647700852,1,0,33.19980051,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.28029085906766,41.218176039996365]}"
61,12.44874954,1235.050011,580.5632935,0,42,42,99,97,98,100,50,39.99999619,39,39.99999619,32,26,36,62,48,39.99999619,25,26.99999809,49,52,70,32,43,47.00000381,47.00000381,42,41.00000381,82,92,91,86,86,100,92,100,97,83,99,1448181264,0.01627486438,0.1627486438,505544340065000000,66,352.033816,4,-0.1385886209,811,551,7043,,,0.9903500362,1,0,31.84562139,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.27993296889491,41.21817691053877]}"
62,12.44874954,1235.050011,580.5632935,0,42,42,100,90,99,98,41.00000381,26.99999809,27.99999619,26,11.00000191,7.999998093,7.999998093,8.999997139,12,8.999997139,7.999998093,6.999999046,7.999998093,8.999997139,26,10.00000191,18,25,26,26,22.00000381,55,19.99999809,33,33.99999619,39,93,68,39,39.99999619,39.99999619,42,-1973525326,0.01627486438,0.1754068716,505544340065000000,66,358.2693856,4,-0.03020032651,817,551,7043,,,0.9995438661,1,0,35.47317619,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.27957507870647,41.218177779968954]}"
63,12.44874954,1235.050011,580.5632935,0,39,42,96,76,92,94,33,25,7.999998093,7.999998093,6.999999046,2.999997139,11.00000191,11.00000191,10.00000191,8.999997139,10.00000191,1.999998093,2.999997139,7.999998093,10.00000191,2.999997139,11.00000191,2.999997139,6,5.000000954,4.000001907,19,19,24,17.00000191,18,29.00000191,26.99999809,33.99999619,33.99999619,38,39,-1973525326,0.01627486438,0.1952983725,505544340065000000,144,8.049825592,3,0.1400342058,816,551,7043,,,0.9901466665,1,0,37.53854893,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.27921718850233,41.218178648286866]}"
64,12.44874954,1235.050011,586.2033081,0,39.99999619,42,95,89,90,93,37,25,11.00000191,10.00000191,7.999998093,10.00000191,7.999998093,8.999997139,7.999998093,7.999998093,7.999998093,6,10.00000191,7.999998093,7.999998093,4.000001907,19,20.99999809,19.99999809,13.99999809,11.00000191,26,24,36,30.00000191,36,76,32,33,36,35.00000381,39,-1973525326,0.01808318264,0.2115732369,505544340065000000,144,1.730614388,3,0.03020032651,812,551,7043,,,0.9995438661,1,0,35.47317619,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.27885929828258,41.21817951549257]}"
65,12.44874954,1235.050011,586.2033081,0,39.99999619,42,98,91,96,99,38,29.00000191,13,11.00000191,8.999997139,7.999998093,7.999998093,16.00000191,8.999997139,8.999997139,6.999999046,8.999997139,10.00000191,26,35.00000381,6,26.99999809,32,18,14.99999809,19,45,18,35.00000381,37,33,38,33.99999619,43,41.00000381,39,39.99999619,-1973525326,0.01808318264,0.2278481013,505544340065000000,144,348.4409242,4,-0.2003781962,815,551,7028,,,0.9797186221,1,0,32.79741694,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.27850140804719,41.218180381586]}"
66,12.44874954,1235.050011,586.2033081,0,42,42,98,99,99,100,49,41.00000381,26.99999809,38,13,10.00000191,12,58.99999619,58,13.99999809,7.999998093,7.999998093,7.999998093,26.99999809,25,19,29.00000191,33.99999619,16.00000191,19,26.99999809,27.99999619,18,32,45,19,52.99999619,35.00000381,36,33.99999619,39.99999619,42,-1973525326,0.01808318264,0.2459312839,505544340065000000,155,326.3876012,4,-0.5535717801,824,559,7043,,,0.8328014675,1,0,30.24782621,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.27814351779617,41.218181246567205]}"
67,12.44874954,1235.050011,586.2033081,1,83,42,100,95,100,100,43,49,31,43,33,13,31,97,72,19.99999809,8.999997139,25,25,27.99999619,43,23.00000191,43,43,27.99999619,25,27.99999619,61,58.99999619,66,47.00000381,37,79,63,41.00000381,42,39.99999619,45,-1973525326,0.01808318264,0.2549728752,505544340065000000,155,317.9945798,4,-0.6692009049,833,559,7043,,,0.7430815224,1,0,34.03210678,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.27778562752958,41.21818211043618]}"
68,12.44874954,1235.050011,586.2033081,1,83,42,100,99,98,100,48,55,26,38,33.99999619,26,32,93,72,24,16.00000191,14.99999809,32,31,43,27.99999619,29.00000191,43,26.99999809,36,29.00000191,48,33,81,77,50,62,77,77,41.00000381,63,83,-1973525326,0.02169981917,0.2658227848,505544340065000000,115,307.9211525,4,-0.7888572488,845,559,7028,,,0.6145764729,1,0,37.37446575,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.27742773724742,41.218182973192896]}"
69,12.44874954,1235.050011,586.2033081,1,98,42,99,98,98,100,45,51,32,37,33.99999619,20.99999809,44,96,69,35.00000381,27.99999619,20.99999809,39,33,45.99999619,26,31,69,39.99999619,31,35.00000381,61,38,71,74,94,83,92,99,72,72,98,-1973525326,0.02712477396,0.2766726944,505544340065000000,115,305.9176094,4,-0.8098613856,875,559,7028,,,0.5866212885,1,0,35.65823144,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.2770698469497,41.21818383483738]}"
70,12.44874954,1235.050011,586.2033081,1,100,42,99,95,99,100,49,49,31,36,32,19.99999809,32,90,60.00000381,31,17.00000191,19.99999809,44,52.99999619,57,56,52,79,67,44,38,82,58,89,90,95,97,93,95,74,72,100,-1973525326,0.03254972875,0.2784810127,505544340065000000,104,313.7518836,4,-0.7223412287,888,559,7043,,,0.6915368026,1,0,33.24224529,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.27671195663649,41.218184695369615]}"
71,12.44874954,1235.050011,586.2033081,1,100,42,99,94,99,99,51,39,30.00000191,33.99999619,26.99999809,10.00000191,13,79,58,36,14.99999809,14.99999809,30.00000191,45.99999619,49,43,50,43,58.99999619,45.99999619,37,94,91,91,86,96,94,96,94,78,81,100,-1973525326,0.03797468354,0.287522604,505544340065000000,104,320.0692293,4,-0.641861545,897,552,7043,,,0.7668205508,1,0,29.68213034,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.27635406630772,41.21818555478961]}"
72,12.44874954,1235.050011,586.2033081,0,80,42,99,99,99,99,51,42,25,26,24,7.999998093,10.00000191,43,30.00000191,16.00000191,13,10.00000191,22.00000381,33.99999619,45,26,39.99999619,26.99999809,44,41.00000381,24,57,30.00000191,39,86,68,96,92,66,42,39,80,-1973525326,0.04701627486,0.2983725136,505544340065000000,104,320.0692293,4,-0.641861545,905,552,7043,,,0.7668205508,1,0,29.68213034,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.27599617596351,41.218186413097364]}"
73,12.44874954,1235.050011,604.6099854,1,100,42,99,99,99,100,52.99999619,38,25,25,24,7.999998093,10.00000191,42,48,18,7.999998093,11.00000191,22.00000381,35.00000381,27.99999619,29.00000191,29.00000191,47.00000381,45.99999619,37,22.00000381,79,51,52.99999619,82,95,96,92,93,95,77,100,-1973525326,0.05605786618,0.3092224231,505544340065000000,117,317.7102295,4,-0.6728804503,921,551,7043,,,0.7397512417,1,0,22.57615947,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.2756382856038,41.21818727029287]}"
74,12.44874954,1235.050011,604.6099854,1,100,42,97,86,97,99,41.00000381,38,27.99999619,32,25,8.999997139,11.00000191,48,31,36,7.999998093,7.999998093,19.99999809,43,45,37,55,58.99999619,50,45.99999619,41.00000381,88,87,95,84,96,97,89,100,88,100,100,-1279025289,0.0650994575,0.3182640145,505544340065000000,117,317.5734132,4,-0.6746449781,927,551,7043,,,0.7381423667,1,0,19.33529294,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.27528039522863,41.218188126376134]}"
75,12.44874954,1235.050011,604.6099854,1,99,42,96,45,85,87,38,38,33,38,26.99999809,13.99999809,22.00000381,74,62,36,13.99999809,8.999997139,14.99999809,45,43,32,58,57,42,39,39,88,89,95,82,99,91,95,100,88,96,99,-1279025289,0.07414104882,0.3236889693,505544340065000000,146,328.4676036,4,-0.5229805843,932,551,7043,,,0.8523445949,1,0,13.86877173,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.27492250483807,41.21818898134717]}"
76,12.44874954,1235.050011,580.5632935,1,100,42,98,97,99,100,50,37,33.99999619,58,33,14.99999809,13.99999809,51,30.00000191,44,18,13,16.00000191,33.99999619,35.00000381,14.99999809,36,30.00000191,32,26.99999809,26,60.00000381,33,60.00000381,64,36,79,31,38,36,38,38,1448181264,0.01627486438,0.1211573237,505544340065000000,76,342.0801418,4,-0.3076864134,792,551,7028,,,0.9514878197,1,0,32.18980819,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.28029201273489,41.21844627365594]}"
77,12.44874954,1235.050011,580.5632935,0,41.00000381,42,100,99,98,99,58.99999619,45,41.00000381,51,33,32,39.99999619,67,68,64,47.00000381,24,49,80,71,57,69,78,58,58.99999619,44,82,94,94,86,98,96,93,100,97,100,100,-1973525326,0.01627486438,0.1374321881,505544340065000000,66,346.4114523,4,-0.2349478323,796,551,7027,,,0.9720079815,1,0,28.79232797,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.27993412108911,41.21844714420657]}"
78,12.44874954,1235.050011,580.5632935,0,41.00000381,42,97,91,99,100,39,26,25,13,8.999997139,7.999998093,8.999997139,8.999997139,14.99999809,8.999997139,10.00000191,7.999998093,13.99999809,17.00000191,43,13.99999809,20.99999809,29.00000191,29.00000191,33,23.00000191,89,17.00000191,33.99999619,26.99999809,39,63,65,39,39,36,41.00000381,-1973525326,0.01627486438,0.1518987342,505544340065000000,66,6.152234129,4,0.1071705227,796,551,7043,,,0.9942406545,1,0,31.06547614,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.27957622942765,41.218448013644974]}"
79,12.44874954,1235.050011,580.5632935,0,39,42,94,78,88,95,32,25,7.999998093,7.999998093,7.999998093,2.999997139,4.000001907,10.00000191,4.000001907,7.999998093,4.000001907,0.9999990463,2.999997139,7.999998093,4.000001907,2.999997139,10.00000191,2.999997139,6.999999046,13.99999809,7.999998093,20.99999809,16.00000191,32,32,25,32,32,37,36,38,39.99999619,-1973525326,0.01627486438,0.1681735986,505544340065000000,144,9.672505639,4,0.1680163535,795,551,7043,,,0.9857842081,1,0,32.6366055,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.2792183377505,41.218448881971106]}"
80,12.44874954,1235.050011,586.2033081,0,37,42,98,76,89,96,38,26,13,11.00000191,7.999998093,10.00000191,7.999998093,8.999997139,7.999998093,7.999998093,11.00000191,7.999998093,10.00000191,7.999998093,13,4.000001907,16.00000191,20.99999809,16.00000191,14.99999809,16.00000191,44,31,38,30.00000191,36,60.00000381,33.99999619,39,39.99999619,36,39,-1973525326,0.01808318264,0.1862567812,505544340065000000,144,0,4,0,791,551,7043,,,1,1,0,29.53467529,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.2788604460577,41.21844974918499]}"
81,12.44874954,1235.050011,586.2033081,0,37,42,99,97,99,99,38,36,26.99999809,30.00000191,10.00000191,10.00000191,13.99999809,91,41.00000381,24,14.99999809,22.00000381,32,43,44,23.00000191,52,39,19,17.00000191,14.99999809,90,26.99999809,32,27.99999619,38,81,39.99999619,37,35.00000381,37,37,-1973525326,0.01808318264,0.2061482821,505544340065000000,144,337.3238656,4,-0.3855217413,795,551,7043,,,0.922698752,1,0,31.55150057,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.2785025543493,41.21845061528662]}"
82,12.44874954,1235.050011,586.2033081,0,39,42,98,99,98,100,60.00000381,45.99999619,26.99999809,36,17.00000191,27.99999619,37,92,78,27.99999619,14.99999809,18,32,32,58,32,42,26,29.00000191,30.00000191,22.00000381,77,31,31,31,35.00000381,80,33,39.99999619,39,36,39,-1973525326,0.01808318264,0.2278481013,505544340065000000,155,316.2531313,3,-0.6914735762,810,559,7043,,,0.7224017534,1,0,29.25783909,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.2781446626253,41.218451480276]}"
83,12.44874954,1235.050011,586.2033081,1,100,42,100,96,98,100,58.99999619,55,31,38,32,16.00000191,25,92,69,27.99999619,10.00000191,14.99999809,25,30.00000191,52.99999619,45,45,47.00000381,45.99999619,39.99999619,20.99999809,77,50,61,83,74,95,93,42,38,38,71,-1973525326,0.0198915009,0.2423146474,505544340065000000,155,302.0809977,4,-0.8472981146,820,559,7043,,,0.5311175999,1,0,31.36539365,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.27778677088568,41.21845234415313]}"
84,12.44874954,1235.050011,586.2033081,1,100,42,100,97,99,99,51,48,32,39,32,20.99999809,44,94,76,38,18,19.99999809,42,52.99999619,60.00000381,41.00000381,52,57,47.00000381,39.99999619,39.99999619,93,62,95,82,97,99,93,94,78,94,100,-1973525326,0.0253164557,0.2549728752,505544340065000000,115,297.040867,4,-0.8906824829,834,559,7043,,,0.4546259063,1,0,34.0794941,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.27742887913048,41.218453206918014]}"
85,12.44874954,1235.050011,586.2033081,1,100,42,99,99,98,100,37,54.00000381,31,39.99999619,32,24,52,87,75,31,22.00000381,27.99999619,42,66,78,51,89,73,68,71,37,94,91,95,83,99,95,96,98,80,81,100,-1973525326,0.03074141049,0.26039783,505544340065000000,115,309.1761704,4,-0.775207286,861,559,7043,,,0.6317069445,1,0,33.67399436,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.27707098735978,41.21845406857064]}"
86,12.44874954,1235.050011,586.2033081,1,100,42,99,99,98,100,50,55,27.99999619,26.99999809,27.99999619,18,24,86,63,38,8.999997139,25,27.99999619,61,70,50,57,52.99999619,65,43,38,92,49,89,79,98,88,89,98,72,76,100,-1973525326,0.03978300181,0.2676311031,505544340065000000,104,317.0587929,4,-0.6812475378,872,559,7043,,,0.7320531348,1,0,33.55970146,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.2767130955735,41.218454929111005]}"
87,12.44874954,1235.050011,586.2033081,1,100,42,98,93,98,100,49,47.00000381,29.00000191,32,26,8.999997139,12,45,31,19.99999809,14.99999809,8.999997139,30.00000191,47.00000381,48,35.00000381,45,44,51,49,33.99999619,92,52.99999619,91,80,71,82,92,89,72,75,100,-1973525326,0.04701627486,0.2820976492,505544340065000000,104,321.0912053,4,-0.6280825078,882,559,7043,,,0.7781467492,1,0,30.22009055,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.27635520377176,41.218455788539124]}"
88,12.44874954,1235.050011,586.2033081,0,78,42,100,96,99,100,36,52,25,33.99999619,25,7.999998093,13,63,45,22.00000381,22.00000381,20.99999809,30.00000191,56,54.00000381,27.99999619,49,33.99999619,39.99999619,26,22.00000381,84,56,63,84,38,94,66,45.99999619,41.00000381,39,78,-1973525326,0.05786618445,0.2983725136,505544340065000000,104,320.4718729,4,-0.6364569417,889,552,7043,,,0.7713122334,1,0,31.32603401,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.27599731195448,41.218456646854996]}"
89,12.44874954,1235.050011,604.6099854,1,100,42,97,99,99,100,49,38,25,32,24,7.999998093,10.00000191,41.00000381,49,32,7.999998093,11.00000191,25,33,41.00000381,29.00000191,43,68,45,38,38,80,84,90,83,94,96,94,97,91,97,100,-1973525326,0.06871609403,0.3074141049,505544340065000000,117,319.4817647,4,-0.6496900267,911,552,7043,,,0.76019923,1,0,30.80488701,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.2756394201218,41.21845750405861]}"
90,12.44874954,1235.050011,604.6099854,1,100,42,100,99,99,99,45,39,26.99999809,37,25,10.00000191,17.00000191,71,45.99999619,33.99999619,7.999998093,7.999998093,22.00000381,45.99999619,50,36,52,52.99999619,45.99999619,45.99999619,42,85,87,96,84,98,91,93,99,89,94,100,-1973525326,0.07956600362,0.3236889693,505544340065000000,117,323.3330985,4,-0.5971618797,918,551,7043,,,0.8021207449,1,0,26.77233096,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.27528152827362,41.21845836014997]}"
91,12.44874954,1235.050011,604.6099854,1,100,42,98,98,99,98,43,45.99999619,32,56,30.00000191,19,39,96,69,41.00000381,29.00000191,24,41.00000381,63,61,93,71,93,78,92,39,95,89,96,84,97,88,96,100,88,99,100,-1973525326,0.08860759494,0.3309222423,505544340065000000,146,331.0167183,4,-0.4845543951,925,551,7043,,,0.8747611321,1,0,23.94737887,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.27492363641001,41.21845921512908]}"
92,12.44874954,1235.050011,580.5632935,1,100,42,37,33.99999619,26,27.99999619,33.99999619,25,25,26.99999809,10.00000191,10.00000191,7.999998093,12,4.000001907,4.000001907,2.999997139,1.999998093,2.999997139,7.999998093,10.00000191,2.999997139,2.999997139,2.999997139,2.999997139,2.999997139,0.9999990463,10.00000191,10.00000191,7.999998093,12,5.000000954,4.000001907,5.000000954,2.999997139,12,6.999999046,16.00000191,-1973525326,0.01627486438,0.09945750452,505544340070000000,76,342.1365665,4,-0.3067492415,774,551,7027,,,0.9517903671,1,1,29.30350615,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.28029316641785,41.218716507302744]}"
93,12.44874954,1235.050011,580.5632935,1,100,42,96,97,99,99,58.99999619,58,45.99999619,50,37,44,35.00000381,96,75,95,32,20.99999809,62,85,69,51,49,93,49,78,39.99999619,91,92,97,86,99,86,93,100,93,100,100,-1973525326,0.01627486438,0.1121157324,505544340065000000,66,347.8341645,3,-0.2107419419,778,551,7043,,,0.97754173,1,0,31.49612959,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.27993527329897,41.218717377861616]}"
